"p1","p2","p3","p4","p5","p6","p7","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","subject_id","session_id","trial_n","free_param","type","AIC","cAIC"
0.574851875091309,0.49801151113233,1.05910726420608,0.25536946146401,0.0447824076452535,3.02228601147892,5.05254397478792,280.816383742426,66,66,NA,0,FALSE,FALSE,25.359999999986,1,30,583,7,"fit_glaze_osc_zeta_v4_mouse",575.632767484852,575.827550093548
0.494975477050438,0.632519294235862,1.32172576050774,0.596759549398124,0.108463304393607,1.06149534591154,5.08683835795077,443.483284124101,89,89,NA,0,FALSE,FALSE,57.7099999999627,1,43,885,7,"fit_glaze_osc_zeta_v4_mouse",900.966568248202,901.094276343983
0.523759771268732,1.13687594337704,0.999756385169729,0.921130961288359,0.109297410392028,4.48339032177311,5.04762186541774,261.829563639465,116,116,NA,0,FALSE,FALSE,47.25,1,45,500,7,"fit_glaze_osc_zeta_v4_mouse",537.659127278931,537.886769555353
0.439304459865792,0.819820619268876,1.17205302758603,1.31940974382165,0.0572044355937824,1.16419522802115,5.02256150551986,363.094431032549,76,76,NA,0,FALSE,FALSE,33.679999999993,1,48,597,7,"fit_glaze_osc_zeta_v4_mouse",740.188862065098,740.379014866456
0.56751543744014,0.57591594940457,6.61655632344098,0,0.0290254906614909,2.55117579176725,5.059749951628,411.40048804642,105,105,NA,0,FALSE,FALSE,55.210000000021,1,49,708,7,"fit_glaze_osc_zeta_v4_mouse",836.800976092841,836.960976092841
0.571530014961649,0.75991688787455,0.985462659695135,0.584964019678741,0.160418116993678,2.92017346546717,5.03333017221404,397.636226514626,107,107,NA,0,FALSE,FALSE,57.2699999999604,1,53,693,7,"fit_glaze_osc_zeta_v4_mouse",809.272453029252,809.435956678887
0.475349371311195,0.543412164107448,1.03224168400325,0.289498373117668,0.025,3.1250995873086,5.03488290759578,587.6748313345,27,27,NA,0,FALSE,FALSE,19.4300000000512,1,54,998,7,"fit_glaze_osc_zeta_v4_mouse",1189.349662669,1189.46279398213
0.01,0.279633309141354,0.997883783582745,0.996579524401504,0.0542518441948048,3.16636007236085,5.0077539221102,286.008393085349,22,22,NA,0,FALSE,FALSE,6.85000000003492,1,55,445,7,"fit_glaze_osc_zeta_v4_mouse",586.016786170698,586.273079076876
0.616715516657918,0.602722735740785,1.04060426522371,0,0.199749148490206,3.36436026540164,4.9665047683472,490.200185763386,39,39,NA,0,FALSE,FALSE,25.140000000014,1,56,860,7,"fit_glaze_osc_zeta_v4_mouse",994.400371526771,994.531826925832
0.59216193275837,0.736075468231117,1.04264837901765,1.0277397735369,0.0379644379798939,3.21761252551281,5.01602477393704,468.345541922933,39,39,NA,0,FALSE,FALSE,22.2700000000186,1,57,788,7,"fit_glaze_osc_zeta_v4_mouse",950.691083845865,950.834673589455
