"subject_id","value.fit_glaze_osc_zeta_v4","value.fit_glaze_osc_zeta_v4_one_amp","value.fit_glaze_osc_zeta_v4_LLR_amp","value.fit_glaze_osc_zeta_v4_Prior_amp","value.fit_glaze_osc_zeta_v4_no_amp","value.fit_glaze_osc_zeta_v4_no_integration"
5999,117.853915988463,117.855487769285,129.998376726899,118.538389401024,135.295307103392,118.636518592727
6000,NA,123.354964012574,135.599268581327,NA,137.560850749473,124.708616901182
6001,123.039298268979,123.52582681073,123.039167136826,123.831081463232,123.831166576087,124.708616901182
6002,115.770540920051,115.798378850225,115.34780937363,116.032309876368,119.228556851302,119.709905805275
6003,122.079626798043,124.384851957981,123.6870440116,121.227320267039,124.63561736422,126.541276150226
6004,NA,NA,117.746082690893,123.443747991177,119.661223078579,119.709905805275
6005,115.229121344635,122.490453428757,134.572403661154,123.079217956757,140.592029313038,122.781657211057
6006,NA,119.549511080101,NA,NA,121.156004623032,123.757047670345
6007,116.703726203245,119.983121142098,NA,117.309195793953,120.7751977246,121.782185997801
6008,116.788295558944,117.413594711627,116.788229660213,118.05090959504,118.05090959504,120.758363140404
6009,120.536977921185,123.07341601688,138.38888660462,120.563056703396,142.610338529084,125.636613602908
6010,123.063522409793,123.063924999251,140.575650775869,123.077310775314,140.575650911506,124.708616901182
6011,NA,118.794436915384,118.840367895833,119.929192655569,120.572740448968,120.758363140404
6012,NA,129.311405406027,128.107352135885,131.176106227103,131.449158864946,131.491393824307
6013,118.815852409541,119.492468502221,116.566060485913,119.785269528889,120.2135131625,124.708616901182
6014,117.049451575994,118.173760317699,118.574024521996,118.285189400443,120.243311238005,120.758363140404
6015,122.985655182635,123.184440554921,122.985669683533,122.919004950079,123.556766038711,123.757047670345
6016,119.575584730323,121.593869112952,134.682740906041,NA,140.527743783767,121.782185997801
6017,NA,111.433806322441,135.081092239353,112.063913316237,136.714153129215,114.087284080755
6018,NA,120.264961322526,121.708030633528,112.527013709723,121.725635872017,121.782185997801
6019,NA,113.301951686552,116.767603191343,114.088481893525,117.176917720004,117.537892866179
6020,NA,125.707825708288,124.964284567738,123.19568941561,126.134538026554,126.541276150226
6021,124.912494616188,125.338080994203,NA,119.227231557367,137.590094077899,125.636613602908
6022,NA,121.923148464402,123.605207519938,NA,123.701421106736,123.757047670345
6023,NA,120.180760330623,119.595456502904,116.868638170578,120.180775733832,120.758363140404
6024,117.209836100633,117.210261293484,134.369419095945,118.489385109775,141.331158726432,119.709905805275
6025,126.307908439386,126.307891138538,126.305897747549,126.816647983022,127.420325197318,127.422833060786
6026,NA,128.177619061188,NA,126.308282618125,129.02764424128,129.117497346233
6027,120.732321589571,120.964569493947,130.033241642293,118.692215066582,136.760791677181,NA
6028,115.240830851833,115.279518565456,115.054208348493,115.254406752501,115.357740178895,124.708616901182
6029,122.489831338734,122.55704384672,120.677336194374,121.810603963099,142.319017990416,NA
6030,117.461373079279,117.469584162758,119.137379261567,120.428197765214,120.721250758953,120.758363140404
6031,113.612413748883,114.282571320309,114.971231376773,112.342870334478,115.517700992068,116.413706028717
