"p1","p2","p3","p4","p5","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","subject_id","trial_n","free_param","type","AIC","cAIC"
0.0341229920383077,2.46449846919917,0.99643047569125,0.0529902550156291,5.4176586767561,1861.58181997663,55,55,NA,52,FALSE,FALSE,271.520000000004,238,3500,5,"fit_glaze_osc_zeta_v5_Prior_amp",3733.16363995326,3733.18081224863
0.0153478567980763,2.40503826922841,1.00075957509043,0.0381571414293144,2.10839333860916,1985.79560924907,42,42,NA,0,FALSE,FALSE,222.860000000001,239,3679,5,"fit_glaze_osc_zeta_v5_Prior_amp",3981.59121849814,3981.60755391878
0.0101836556426066,2.48991830426059,0.998443530380462,0.0529976615411465,4.97927619648861,1876.03514089877,28,28,NA,0,FALSE,FALSE,135.910000000003,240,3531,5,"fit_glaze_osc_zeta_v5_Prior_amp",3762.07028179753,3762.08730307413
0.01,2.56196470742827,0,0.025,2.89445601595997,1864.57521575396,16,16,NA,0,FALSE,FALSE,78.75,241,3563,5,"fit_glaze_osc_zeta_v5_Prior_amp",3739.15043150792,3739.16729965523
0.01,2.6203467241658,1.00273872783709,0.162379378743676,5.86382181269482,1791.95464717091,55,55,NA,52,FALSE,FALSE,268.779999999999,242,3467,5,"fit_glaze_osc_zeta_v5_Prior_amp",3593.90929434182,3593.92663037187
0.705376059506369,2.59876935396023,2.53522251592688,0.025,1.23757636972811,1803.0713152996,41,41,NA,0,FALSE,TRUE,196.01999999999,243,3479,5,"fit_glaze_osc_zeta_v5_Prior_amp",3616.14263059921,3616.15990672935
0.01,2.60012416889793,1.69651221617056,0.025,0.0901156973787847,1783.78426463023,17,17,NA,0,FALSE,TRUE,82.8000000000029,244,3434,5,"fit_glaze_osc_zeta_v5_Prior_amp",3577.56852926045,3577.58603217761
0.0275983943696632,2.66629308695353,0.999370578719204,0.0250000000000011,3.68991401102996,1798.9224701889,40,40,NA,0,FALSE,FALSE,193.799999999988,245,3516,5,"fit_glaze_osc_zeta_v5_Prior_amp",3607.84494037779,3607.86203439489
0.100010473042154,2.57007890544058,1.00445905870499,0.135056513990063,5.46472798931807,1884.27579166457,31,31,NA,0,FALSE,FALSE,154.920000000013,246,3603,5,"fit_glaze_osc_zeta_v5_Prior_amp",3778.55158332915,3778.56826389629
0.01,2.48336456326975,1.00727917512865,0.0444289464176995,3.94551373614142,1888.76869287522,50,50,NA,0,FALSE,FALSE,243.290000000008,247,3545,5,"fit_glaze_osc_zeta_v5_Prior_amp",3787.53738575044,3787.55433969223
0.115860291596003,2.64295926257174,2.59810555388603,0.025,3.21540835364625,1803.87804307967,28,28,NA,0,FALSE,TRUE,134.380000000005,248,3503,5,"fit_glaze_osc_zeta_v5_Prior_amp",3617.75608615934,3617.77324372296
0.0567772271618521,2.56680140741519,1.42515342838346,0.2,6.280043714526,1887.30508090295,45,45,NA,0,FALSE,TRUE,229.270000000004,249,3606,5,"fit_glaze_osc_zeta_v5_Prior_amp",3784.6101618059,3784.62682847257
0.99,1.22274936402942,5.73324132072108,0.0490741302367483,0,118.81215096444,129,129,NA,52,FALSE,FALSE,29.7599999999948,250,200,5,"fit_glaze_osc_zeta_v5_Prior_amp",247.624301928881,247.933580279396
0.01,3.89359580374204,10,0.2,5.32616920527852,75.3481091227404,59,59,NA,0,FALSE,TRUE,13.8000000000029,251,200,5,"fit_glaze_osc_zeta_v5_Prior_amp",160.696218245481,161.005496595996
0.844946535405204,2.82312120425861,1.58847319130824,0.127855421038531,3.67384065187404,96.0542042845806,90,90,NA,0,FALSE,TRUE,20.7899999999936,252,200,5,"fit_glaze_osc_zeta_v5_Prior_amp",202.108408569161,202.417686919677
0.687819729804854,1.65244761477589,10,0.0371441272808628,4.90127812072278,122.059037840453,65,65,NA,0,FALSE,TRUE,14.5299999999988,253,200,5,"fit_glaze_osc_zeta_v5_Prior_amp",254.118075680906,254.427354031421
0.99,0.399314613195935,0.975812442684296,0.0378785025005621,1.49181040849348,136.929538839994,36,36,NA,0,FALSE,FALSE,7.90999999998894,254,200,5,"fit_glaze_osc_zeta_v5_Prior_amp",283.859077679988,284.168356030504
0.0231548293509496,1.28517652342124,10,0.0534096803200628,0,128.823814622321,76,76,NA,0,FALSE,TRUE,17.2700000000041,255,200,5,"fit_glaze_osc_zeta_v5_Prior_amp",267.647629244642,267.956907595157
0.120572276996954,2.16637150553476,4.48526086113508,0.170789123953917,6.280043714526,109.230265245198,123,123,NA,1,FALSE,FALSE,29.1399999999994,256,200,5,"fit_glaze_osc_zeta_v5_Prior_amp",228.460530490395,228.769808840911
0.451028304296203,3.88464116091581,10,0.0469655308254433,2.82042783303921,73.7852052344964,154,154,NA,52,FALSE,TRUE,35.4700000000012,257,200,5,"fit_glaze_osc_zeta_v5_Prior_amp",157.570410468993,157.879688819508
0.99,1.37791818074816,0.87683048489785,0.198816041724559,6.18588051392829,121.034869297604,34,34,NA,0,FALSE,FALSE,7.65999999998894,258,200,5,"fit_glaze_osc_zeta_v5_Prior_amp",252.069738595209,252.379016945724
0.115279055219463,1.2566895008977,10,0.0280812129027424,0.355650330551772,129.072969119596,97,97,NA,0,FALSE,TRUE,21.75,259,200,5,"fit_glaze_osc_zeta_v5_Prior_amp",268.145938239192,268.455216589707
0.162046069211742,3.93261763290778,10,0.0298062774893395,2.54024318321492,74.695273184952,110,110,NA,52,FALSE,TRUE,24.3899999999994,260,200,5,"fit_glaze_osc_zeta_v5_Prior_amp",159.390546369904,159.699824720419
0.99,1.64231820943766,7.04995059285512,0.0592645999844756,0.814276429003191,117.804407077254,99,99,NA,52,FALSE,FALSE,22.8899999999994,261,200,5,"fit_glaze_osc_zeta_v5_Prior_amp",245.608814154508,245.918092505024
0.0694681700212178,2.62080484192806,10,0.0312345868891486,0.543763462773182,103.74557075511,83,83,NA,0,FALSE,TRUE,18.1000000000058,262,200,5,"fit_glaze_osc_zeta_v5_Prior_amp",217.49114151022,217.800419860736
