"","p1","p2","p3","p4","p5","p6","p7","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","subject_id","session_id","trial_n","free_param","type","AIC","cAIC"
"L-BFGS-B993",0.574797399147876,11.1141159401232,1.04018010321001,0.978927832225863,0.0501621188245001,1.66947317890177,1.00098697124188,482.271615975621,118,118,NA,0,FALSE,FALSE,86.6999999999825,102,27,1065,7,"fit_glaze_osc_zeta_v4_mouse",978.543231951241,978.649192216142
"L-BFGS-B994",0.513236179814502,2.13905692818772,1.03090153331844,0.181371660971493,0.193585940712868,3.12603240689342,0.999,430.556772046658,103,103,NA,52,FALSE,FALSE,61.0200000000186,103,4,869,7,"fit_glaze_osc_zeta_v4_mouse",875.113544093316,875.243625394129
"L-BFGS-B995",0.504532764118752,6.20875956243889,1.02848976859242,0.581226105919167,0.0816634914950525,3.13885848119717,0.999,405.672326882216,58,58,NA,0,FALSE,FALSE,38.609999999986,103,5,970,7,"fit_glaze_osc_zeta_v4_mouse",825.344653764432,825.461077880856
"L-BFGS-B996",0.534073360126545,4.63375264895431,1.02959604969836,0.592375668162471,0.0370347457966941,2.98828659538938,1.00099995052632,452.391972573401,50,50,NA,0,FALSE,FALSE,27.820000000007,103,6,819,7,"fit_glaze_osc_zeta_v4_mouse",918.783945146802,918.922046256543
"L-BFGS-B997",0.5379174526817,9.66578260005824,1.10599138147932,1.1961131773701,0.025,1.38645616036989,0.999,361.870105616363,108,108,NA,1,FALSE,TRUE,55.6300000000047,103,7,753,7,"fit_glaze_osc_zeta_v4_mouse",737.740211232727,737.890546803197
"L-BFGS-B998",0.51439010094544,13.7474510226153,0.997116179764071,1.7209481059397,0.0267588330469643,3.9519779685949,0.999,282.967956270573,70,70,NA,0,FALSE,FALSE,29.4400000000023,103,8,628,7,"fit_glaze_osc_zeta_v4_mouse",579.935912541146,580.116557702436
"L-BFGS-B999",0.407808142427948,11.1103602514095,0.993637260726636,0.850901767061489,0.134588133162906,3.16381498431278,0.999,320.257607834081,58,58,NA,0,FALSE,FALSE,31.5299999999988,103,9,797,7,"fit_glaze_osc_zeta_v4_mouse",654.515215668162,654.657167505932
"L-BFGS-B1000",0.561133612667772,10.3299672151837,1.03265924448602,0.460926913050986,0.034557589071383,3.20181250860158,0.999272261676194,374.573208224104,61,61,NA,0,FALSE,FALSE,36.4100000000035,103,10,876,7,"fit_glaze_osc_zeta_v4_mouse",763.146416448208,763.275448706272
"L-BFGS-B1001",0.556271967255294,11.9661236607522,0.996279366541416,0.932541200541171,0.0567382642685735,3.14418772762472,1.001,412.720537475685,53,53,NA,0,FALSE,FALSE,33.2799999999988,103,11,921,7,"fit_glaze_osc_zeta_v4_mouse",839.44107495137,839.563747459585
"L-BFGS-B1002",0.507456648247962,5.45257736029538,1.00886886592721,0.278334599937706,0.0478602053858156,3.31542456462108,0.999470587979671,551.278572232621,55,55,NA,0,FALSE,FALSE,40.6700000000128,103,12,1068,7,"fit_glaze_osc_zeta_v4_mouse",1116.55714446524,1116.6628048426
"L-BFGS-B1003",0.498209562604938,6.1363322323089,1.00394491163979,0.631071024351372,0.025,3.82366474018603,1.001,596.424775929103,95,95,NA,0,FALSE,FALSE,76.7399999999907,103,13,1161,7,"fit_glaze_osc_zeta_v4_mouse",1206.84955185821,1206.94668975933
"L-BFGS-B1004",0.435761559236006,7.4126430897524,1.02741426128923,0.0615185885106915,0.0258023440484723,2.8910608751478,0.999,626.823483905088,75,75,NA,0,FALSE,FALSE,69.6700000000128,103,14,1324,7,"fit_glaze_osc_zeta_v4_mouse",1267.64696781018,1267.73207419315
"L-BFGS-B1005",0.55561799251967,2.34324313161237,1.01394486994437,0.246970284658447,0.0933389068265084,3.19709520877471,1.001,527.822621378469,70,70,NA,0,FALSE,FALSE,51.8899999999849,104,16,1070,7,"fit_glaze_osc_zeta_v4_mouse",1069.64524275694,1069.75070415054
"L-BFGS-B1006",0.604776549908992,4.85445574583424,0.863744423221599,0.559446668117893,0.0268882536867777,1.56274560270495,1.001,364.55515152514,113,113,NA,0,FALSE,FALSE,56.9900000000198,104,17,744,7,"fit_glaze_osc_zeta_v4_mouse",743.11030305028,743.262476963323
"L-BFGS-B1007",0.606611830239722,3.77389113139375,1.04786759535149,0.716665692685661,0.10399892611265,3.17582561445332,1.001,286.865936018694,96,96,NA,0,FALSE,FALSE,32.2900000000081,104,18,499,7,"fit_glaze_osc_zeta_v4_mouse",587.731872037389,587.959977943702
"L-BFGS-B1008",0.417442273204756,10.5740246612672,0.8710910354877,0.940396572665474,0.0272996110441054,0,0.999,290.189793617649,119,119,NA,0,FALSE,FALSE,50.9100000000035,104,19,636,7,"fit_glaze_osc_zeta_v4_mouse",594.379587235298,594.557931184343
"L-BFGS-B1009",0.473462961965119,20,0.939111654236979,0.620370949173711,0.025,1.67645580071595,1.001,240.12162474934,74,74,NA,0,FALSE,FALSE,37.710000000021,104,20,748,7,"fit_glaze_osc_zeta_v4_mouse",494.243249498679,494.394600850031
"L-BFGS-B1010",0.471992596386081,2.71188983800725,0.999467705535176,0.0636522825661161,0.0266125218703628,3.11773580441587,1.001,539.838453167268,64,64,NA,0,FALSE,FALSE,46.4700000000012,106,7,1054,7,"fit_glaze_osc_zeta_v4_mouse",1093.67690633454,1093.78398090433
"L-BFGS-B1011",0.494939194203439,3.84543603881041,1.02832988210296,0.960252608486847,0.130988493839846,3.13064529824515,0.999,670.080276056549,40,40,NA,0,FALSE,FALSE,31.960000000021,106,8,1144,7,"fit_glaze_osc_zeta_v4_mouse",1354.1605521131,1354.25914366239
"L-BFGS-B1012",0.372190661408976,6.08209678618147,1.00265852011558,0.922518099435402,0.0895475496739003,3.13085718193852,0.999,556.304205235008,36,36,NA,0,FALSE,FALSE,26.2900000000081,106,9,1060,7,"fit_glaze_osc_zeta_v4_mouse",1126.60841047002,1126.71487434834
"L-BFGS-B1013",0.331568453061461,7.12098912445963,1.00838065697207,0.882842977526146,0.0803710357464758,3.1154217003969,0.999,538.991841293327,32,32,NA,0,FALSE,FALSE,23.7000000000116,106,10,1055,7,"fit_glaze_osc_zeta_v4_mouse",1091.98368258665,1092.09065488847
"L-BFGS-B1014",0.477021720717026,11.9092085657302,0.950615022378083,1.52513571728999,0.196546766706567,6.00175561950476,0.999,225.01666335516,109,109,NA,0,FALSE,FALSE,36.9799999999814,106,11,498,7,"fit_glaze_osc_zeta_v4_mouse",464.033326710319,464.261898138891
"L-BFGS-B1015",0.448416516084104,13.8360293238681,1.01792570892617,1.88713943452929,0.025,3.18856682561889,1.001,212.013400115517,100,100,NA,0,FALSE,TRUE,31.5599999999977,106,12,470,7,"fit_glaze_osc_zeta_v4_mouse",438.026800231033,438.269224473458
"L-BFGS-B1016",0.377508905509156,9.70284664241505,1.05417778152154,1.13802547977291,0.2,3.76707375959749,0.999,480.817225091386,109,109,NA,0,FALSE,TRUE,76.5299999999988,106,13,1022,7,"fit_glaze_osc_zeta_v4_mouse",975.634450182772,975.744903831688
"L-BFGS-B1017",0.540951695243675,17.3547834754232,0.986383525876768,0.553939922015996,0.025,2.62342374223986,1.001,421.872988458867,74,74,NA,0,FALSE,TRUE,61.5800000000163,106,14,1196,7,"fit_glaze_osc_zeta_v4_mouse",857.745976917733,857.840253012009
"L-BFGS-B1018",0.501342800256379,11.5181029263668,1.00852787312005,0.856401689277437,0.122003092740847,3.15492413995236,1.001,417.342145091431,27,27,NA,0,FALSE,FALSE,17.1699999999837,106,15,933,7,"fit_glaze_osc_zeta_v4_mouse",848.684290182862,848.805371263943
"L-BFGS-B1019",0.481281843300048,12.6635969173165,0.937031501225368,1.73682600418662,0.0992499940527755,4.16246657196032,1.00088455138737,486.305239571434,88,88,NA,0,FALSE,FALSE,63.4200000000128,106,16,1047,7,"fit_glaze_osc_zeta_v4_mouse",986.610479142869,986.71827510052
"L-BFGS-B1020",0.481842304336473,2.41892172620969,1.04265362898146,0.557899996561829,0.0454481465743234,3.72468348438611,1.001,163.390286470852,105,105,NA,0,FALSE,FALSE,23.710000000021,107,2,340,7,"fit_glaze_osc_zeta_v4_mouse",340.780572941704,341.117922339294
"L-BFGS-B1021",0.01,3.11448962121902,0,1.71888663430624,0.167232456615916,0,1.001,12.3499877035034,79,79,NA,0,FALSE,TRUE,3.30999999999767,107,3,58,7,"fit_glaze_osc_zeta_v4_mouse",38.6999754070069,40.9399754070069
"L-BFGS-B1022",0.426259982524383,6.96070829009915,0.901876691056145,1.0183615534496,0.140216782002622,5.08889848238041,0.999,81.3419051692483,107,107,NA,0,FALSE,FALSE,21.6300000000047,107,4,308,7,"fit_glaze_osc_zeta_v4_mouse",176.683810338497,177.05714367183
"L-BFGS-B1023",0.479066940910496,5.0816771533593,1.09858078249712,0.507686872176522,0.025,2.69900644025834,1.001,111.825512570362,107,107,NA,1,FALSE,FALSE,20.9400000000023,107,5,295,7,"fit_glaze_osc_zeta_v4_mouse",237.651025140724,238.041269043163
"L-BFGS-B1024",0.370189202845459,9.5013172829517,0.141526306312904,0.744529998365514,0.190371274927681,5.14578874231181,1.001,142.300603318314,113,113,NA,0,FALSE,TRUE,27.5500000000175,107,6,367,7,"fit_glaze_osc_zeta_v4_mouse",298.601206636627,298.913184352505
"L-BFGS-B1025",0.409161674661285,12.4604354623171,2.30424397493894,0.551492777595632,0.134792657001947,0.50485611052135,1.001,146.19360251013,107,107,NA,0,FALSE,FALSE,26.5599999999977,107,7,373,7,"fit_glaze_osc_zeta_v4_mouse",306.387205020261,306.694054335329
"L-BFGS-B1026",0.610042298753272,11.2794443819865,4.15363945867903,0.242015153387933,0.0735458220162217,6.280043714526,1.001,178.188936707018,144,144,NA,52,FALSE,FALSE,42.1900000000023,107,8,439,7,"fit_glaze_osc_zeta_v4_mouse",370.377873414036,370.637734202899
"L-BFGS-B1027",0.507636031147023,11.6001471106274,1.02143790187139,0.913788787041337,0.131236754171665,3.13699670069983,1.001,290.116465902212,38,38,NA,0,FALSE,FALSE,16.640000000014,107,9,643,7,"fit_glaze_osc_zeta_v4_mouse",594.232931804425,594.409309757181
"L-BFGS-B1028",0.735364851600162,2.57863030217182,0.779510919514876,0.846122613949984,0.126495942580522,1.79711869455788,0.999021936870308,322.755627897554,147,147,NA,0,FALSE,FALSE,65.3500000000058,108,6,653,7,"fit_glaze_osc_zeta_v4_mouse",659.511255795107,659.68489920596
"L-BFGS-B1029",0.769347784589405,2.43617942891174,1.05925876035779,0.986701911267525,0.0761500388587859,3.11281476751899,0.999,467.433901289543,41,41,NA,0,FALSE,FALSE,23.859999999986,108,9,852,7,"fit_glaze_osc_zeta_v4_mouse",948.867802579085,949.000504000886
"L-BFGS-B1030",0.638570635047838,2.43464728831127,0,0.373380903217025,0.2,3.4848571371312,0.999,457.902401939698,64,64,NA,0,FALSE,TRUE,37.4400000000023,108,10,862,7,"fit_glaze_osc_zeta_v4_mouse",929.804803879396,929.93595142038
"L-BFGS-B1031",0.538471491733696,2.78663834394584,1.00489463634566,0.156401274474942,0.0263959545957924,3.09275390188259,0.999373542789891,435.263077488462,56,56,NA,0,FALSE,FALSE,34.4200000000128,108,11,895,7,"fit_glaze_osc_zeta_v4_mouse",884.526154976924,884.652423297104
"L-BFGS-B1032",0.447610224454487,2.77069538525801,1.01245118437523,0,0.0430028872062893,3.08393576508201,0.999,432.372435550618,60,60,NA,0,FALSE,FALSE,36.0099999999802,108,12,879,7,"fit_glaze_osc_zeta_v4_mouse",878.744871101235,878.873458931315
"L-BFGS-B1033",0.404772599347345,5.32923327108907,0.999234890661579,0.854558563897282,0.0489198481687469,3.06261446014566,0.999008114874798,538.627237555634,76,76,NA,0,FALSE,FALSE,53.109999999986,108,13,1012,7,"fit_glaze_osc_zeta_v4_mouse",1091.25447511127,1091.36602889613
"L-BFGS-B1034",0.555092662745325,4.76736104022063,1.02479837205157,0.957972879012687,0.0547705380183932,3.14513443427663,1.00034126406616,538.850989600962,46,46,NA,0,FALSE,FALSE,30.8500000000058,108,14,975,7,"fit_glaze_osc_zeta_v4_mouse",1091.70197920192,1091.81780133222
"L-BFGS-B1035",0.523069642955807,6.6186462197466,1.06640328035931,0.644122843883226,0.156095303348484,2.07347119804027,0.999,595.167421354057,174,174,NA,0,FALSE,FALSE,142.669999999984,108,15,1174,7,"fit_glaze_osc_zeta_v4_mouse",1204.33484270811,1204.43089759662
"L-BFGS-B1036",0.01,20,10,2.88042057755702,0.130096666714937,1.94260640348191,1.001,15.2878619101031,91,91,NA,0,FALSE,TRUE,2.79999999998836,108,68,43,7,"fit_glaze_osc_zeta_v4_mouse",44.5757238202062,47.7757238202062
"L-BFGS-B1037",0.410072948475487,2.43549635267849,1.00922423227178,0.666806390200506,0.0493448734065082,3.36404418455802,1.001,230.24943864329,83,83,NA,0,FALSE,FALSE,25.75,109,13,461,7,"fit_glaze_osc_zeta_v4_mouse",474.49887728658,474.746117904682
"L-BFGS-B1038",0.411125973416277,2.50200286358527,1.00742560493605,0.676261964960036,0.0792280327956528,3.21774913361121,0.999139929964755,329.847414055413,62,62,NA,0,FALSE,FALSE,27.1499999999942,109,14,652,7,"fit_glaze_osc_zeta_v4_mouse",673.694828110827,673.868741154305
"L-BFGS-B1039",0.373857438514684,2.83633585690175,0.595061266105408,0.499859675505844,0.179474814101048,1.83970548172169,1.001,256.319515972273,89,89,NA,0,FALSE,FALSE,30.9800000000105,109,15,515,7,"fit_glaze_osc_zeta_v4_mouse",526.639031944546,526.859939242376
"L-BFGS-B1040",0.601532939662194,3.13694380792179,5.95067992841395,0.316569045034441,0.025,4.04540565491514,1.001,315.73372910485,109,109,NA,1,FALSE,FALSE,50.3099999999977,109,16,683,7,"fit_glaze_osc_zeta_v4_mouse",645.4674582097,645.633384135626
"L-BFGS-B1041",0.615625665282052,4.53504948643591,1.0181676146844,0,0.111115159499208,2.82133753184997,0.999,241.574819093393,78,78,NA,0,FALSE,FALSE,29.1900000000023,109,17,556,7,"fit_glaze_osc_zeta_v4_mouse",497.149638186786,497.35401774883
"L-BFGS-B1042",0.627857440876638,20,0,0.569078972933219,0.2,2.21236532463077,1.001,13.6049774966095,43,43,NA,0,FALSE,TRUE,1.38999999998487,109,61,46,7,"fit_glaze_osc_zeta_v4_mouse",41.209954993219,44.1573234142716
"L-BFGS-B1043",0.502824762731227,2.83848092226127,1.03523476588184,0.944955141429265,0.0738505226338148,2.22281994818764,1.00099058249308,225.908395053297,83,83,NA,0,FALSE,FALSE,23.0199999999895,110,11,417,7,"fit_glaze_osc_zeta_v4_mouse",465.816790106594,466.090628737401
"L-BFGS-B1044",0.227008113580256,1.73361241744153,2.70581034691683,0,0.164271179233366,5.3893691835674,1.001,307.411853959129,124,124,NA,1,FALSE,FALSE,49.1800000000221,111,11,592,7,"fit_glaze_osc_zeta_v4_mouse",628.823707918258,629.015488740176
"L-BFGS-B1045",0.420747017165758,3.40306858551091,0.360650723029187,0.333177429413154,0.0377112114211236,2.72183722538659,0.999,323.839228369015,72,72,NA,0,FALSE,TRUE,38.609999999986,111,12,789,7,"fit_glaze_osc_zeta_v4_mouse",661.678456738029,661.821862627914
"L-BFGS-B1046",0.522956370163296,3.23110376757142,1.21721990073034,0.559440224689807,0.0295905174136718,0.167621120440427,1.001,346.00482966266,90,90,NA,0,FALSE,FALSE,42.2300000000105,111,13,693,7,"fit_glaze_osc_zeta_v4_mouse",706.00965932532,706.173162974955
"L-BFGS-B1047",0.259668965332481,2.77209893425128,4.44069756322965,0,0.0665749231952305,0.574367677890695,1.00087169987575,238.222430823471,153,153,NA,0,FALSE,FALSE,55.0099999999802,111,14,534,7,"fit_glaze_osc_zeta_v4_mouse",490.444861646941,490.657789403595
"L-BFGS-B1048",0.624960709182316,3.64565152091959,1.26268639930342,0.516598850042077,0.101957930287726,4.93349796710519,1.00098900346578,362.450768778798,171,171,NA,0,FALSE,FALSE,90.890000000014,111,15,783,7,"fit_glaze_osc_zeta_v4_mouse",738.901537557595,739.046053686627
"L-BFGS-B1049",0.421502001544391,4.00361735768016,1.21460561708115,0.536105985194719,0.0798069499503369,1.36377843371455,0.999129283841784,236.292933075461,112,112,NA,0,FALSE,FALSE,41.8399999999965,111,16,553,7,"fit_glaze_osc_zeta_v4_mouse",486.585866150922,486.791370738078
"L-BFGS-B1050",0.54741122645959,4.44777544032507,1.01657165369263,0.836239047769853,0.0305694941505106,1.45406604470682,1.001,353.195313853462,127,127,NA,1,FALSE,FALSE,62.0200000000186,111,17,720,7,"fit_glaze_osc_zeta_v4_mouse",720.390627706925,720.547931077711
"L-BFGS-B1051",0.415028756298598,5.1242383175308,1.00411032723082,1.00596294118217,0.0602769678058213,3.1455753475014,0.999,435.98526251129,49,49,NA,0,FALSE,FALSE,26.6199999999953,111,18,792,7,"fit_glaze_osc_zeta_v4_mouse",885.97052502258,886.113382165438
"L-BFGS-B1052",0.48334572213203,8.1357005347352,1.00856079773061,1.65426043521494,0.0328627121893071,1.66551098409319,1.001,207.292895881178,101,101,NA,0,FALSE,FALSE,27.2099999999919,111,19,404,7,"fit_glaze_osc_zeta_v4_mouse",428.585791762356,428.868620045184
"L-BFGS-B1053",0.352786703512625,3.908087991157,0,1.32772983281183,0.040446754113478,5.31387210528288,0.999,240.175564649506,150,150,NA,1,FALSE,TRUE,40.8899999999849,111,25,406,7,"fit_glaze_osc_zeta_v4_mouse",494.351129299013,494.632536334189
"L-BFGS-B1054",0.552539782878146,3.04346740223806,1.03010132373356,0.675991676957516,0.0460796691810043,3.11990518351894,0.999,393.539103526593,47,47,NA,0,FALSE,FALSE,21.1600000000035,111,31,665,7,"fit_glaze_osc_zeta_v4_mouse",801.078207053187,801.248678894892
"L-BFGS-B1055",0.290582821384053,4.17083356725175,1.59036323390574,0.296343035058921,0.0750165813948157,1.75663738764529,1.001,375.887790774012,149,149,NA,0,FALSE,FALSE,69.8399999999965,111,33,690,7,"fit_glaze_osc_zeta_v4_mouse",765.775581548024,765.939804421924
"L-BFGS-B1056",0.682836616195106,4.14599625894974,1.03119933368925,1.05929095870008,0.111922212706295,3.17415677967317,0.99900208543036,457.398673337824,30,30,NA,0,FALSE,FALSE,16.109999999986,111,34,790,7,"fit_glaze_osc_zeta_v4_mouse",928.797346675648,928.940569182042
"L-BFGS-B1057",0.349353382104301,4.264612629942,0.867917282428504,0.942643222319354,0.101317693828225,4.27902799113239,1.00097424368167,224.868807737596,99,99,NA,0,FALSE,FALSE,26.9799999999814,111,35,406,7,"fit_glaze_osc_zeta_v4_mouse",463.737615475193,464.019022510369
"L-BFGS-B1058",0.568019646655626,4.54298376679147,0,0.445325682122693,0.0388594597436676,2.68732873015755,1.001,302.898239193135,87,87,NA,0,FALSE,TRUE,32.9700000000012,111,36,562,7,"fit_glaze_osc_zeta_v4_mouse",619.79647838627,619.998644451252
"L-BFGS-B1059",0.343249352037864,6.21571775681928,1.03332274345462,0.668427615047949,0.169915083065896,3.13857498485209,0.999,308.625302064298,82,82,NA,0,FALSE,FALSE,34.1100000000151,111,37,618,7,"fit_glaze_osc_zeta_v4_mouse",631.250604128596,631.434210685973
"L-BFGS-B1060",0.473746130924006,6.5674492579431,1.01730179647302,1.14798156821513,0.0520561859675814,5.18514067666783,0.999,339.282945018204,89,89,NA,52,FALSE,FALSE,39.5,111,38,658,7,"fit_glaze_osc_zeta_v4_mouse",692.565890036409,692.738197728716
"L-BFGS-B1061",0.501657065784231,8.98493689796956,1.01452620661626,0.976734026054362,0.198963199334333,3.13071186536484,0.999000429610558,414.102461528718,35,35,NA,0,FALSE,FALSE,20.8500000000058,111,39,870,7,"fit_glaze_osc_zeta_v4_mouse",842.204923057436,842.334853451867
"L-BFGS-B1062",0.481344491945016,6.2579238917474,0.994006166066304,0.945793864128185,0.0329573713483647,3.11913084443336,0.999,457.177162178772,57,57,NA,0,FALSE,FALSE,34.1000000000058,111,40,879,7,"fit_glaze_osc_zeta_v4_mouse",928.354324357544,928.482912187624
"L-BFGS-B1063",0.445041367987798,8.78991134112226,0.0482935340984887,1.09205169615522,0.025,5.38202975127115,0.999,280.669672985245,85,85,NA,0,FALSE,TRUE,33.5099999999802,111,41,583,7,"fit_glaze_osc_zeta_v4_mouse",575.339345970489,575.534128579185
"L-BFGS-B1064",0.402433127987229,4.89139215473045,1.82741963521361,0.379827104003653,0.0688902338347307,2.57462682385858,0.99912777349747,562.043167796647,95,95,NA,0,FALSE,FALSE,69.2600000000093,111,42,1062,7,"fit_glaze_osc_zeta_v4_mouse",1138.08633559329,1138.19259745288
"L-BFGS-B1065",0.368633794624611,12.0764871748753,0.94126196600341,1.41712832594458,0.0667317273339161,2.84333831254383,0.999010458405781,401.328678712056,90,90,NA,52,FALSE,FALSE,53.5299999999988,111,43,868,7,"fit_glaze_osc_zeta_v4_mouse",816.657357424113,816.787589982252
"L-BFGS-B1066",0.507366307639427,7.23193882891474,1.05015062837907,0.844431963357479,0.044018507665006,3.74930875857898,1.001,493.413782430296,60,60,NA,0,FALSE,FALSE,39.25,111,44,961,7,"fit_glaze_osc_zeta_v4_mouse",1000.82756486059,1000.94508847025
"L-BFGS-B1067",0.459827381772848,2.27843301761336,0.861262279305421,0.751645508565074,0.0586623210834819,1.97910206684429,0.999035842479997,439.338060430139,166,166,NA,1,FALSE,FALSE,94.25,112,14,830,7,"fit_glaze_osc_zeta_v4_mouse",892.676120860279,892.812373901641
"L-BFGS-B1068",0.560747693712549,2.79467256293738,0.934418764071733,0.508571506487636,0.0879198009080879,2.16414858048237,0.999,418.40162329606,98,98,NA,0,FALSE,FALSE,52.0800000000163,112,16,779,7,"fit_glaze_osc_zeta_v4_mouse",850.80324659212,850.948512480577
"L-BFGS-B1069",0.575909522477949,2.84803123111442,1.06193491375332,0.425793363348715,0.0787360130520826,3.84747643709512,1.001,289.907552972692,81,81,NA,0,FALSE,FALSE,31.890000000014,112,17,582,7,"fit_glaze_osc_zeta_v4_mouse",593.815105945384,594.010227896604
"L-BFGS-B1070",0.514455211012789,3.5462255259836,1.01944174783295,0.446447125932997,0.0253118345157457,2.5649835486568,1.001,311.527704574699,45,45,NA,0,FALSE,FALSE,21.359999999986,112,18,705,7,"fit_glaze_osc_zeta_v4_mouse",637.055409149397,637.216097815107
"L-BFGS-B1071",0.424263518983409,2.19858659381442,1.01755287737658,0.167288552022338,0.0475523367056798,3.11447877112296,0.999,390.952377244099,69,69,NA,0,FALSE,FALSE,34.1100000000151,112,19,727,7,"fit_glaze_osc_zeta_v4_mouse",795.904754488199,796.060526393623
"L-BFGS-B1072",0.439250708612941,4.52744470504405,0.995742797016543,0.888743136549543,0.0571846728744949,3.13084689453365,0.999,417.594168799159,46,46,NA,0,FALSE,FALSE,30.5100000000093,112,20,965,7,"fit_glaze_osc_zeta_v4_mouse",849.188337598317,849.305369991212
"L-BFGS-B1073",0.790282548771966,4.00591292780537,5.26269994710943,1.4536730325189,0.0859913494559934,2.92489913485831,0.999115056507171,530.378824053437,139,139,NA,0,FALSE,FALSE,91.6399999999849,112,21,956,7,"fit_glaze_osc_zeta_v4_mouse",1074.75764810687,1074.87579156679
"L-BFGS-B1074",0.525788457957967,3.84863623664057,1.01605062830002,0.648496795332736,0.0756444213961941,3.00382127545724,0.999233382214233,518.615981520222,81,81,NA,0,FALSE,FALSE,50.859999999986,112,22,918,7,"fit_glaze_osc_zeta_v4_mouse",1051.23196304044,1051.35503996352
"L-BFGS-B1075",0.617204435744921,2.77831438061607,0.982177053274784,0.114194024952159,0.0455875833240896,3.31536978592063,0.999,603.570493991024,83,83,NA,0,FALSE,FALSE,59.3899999999849,112,23,1042,7,"fit_glaze_osc_zeta_v4_mouse",1221.14098798205,1221.24930519675
"L-BFGS-B1076",0.482769222069981,6.51607520550235,1.03103708864373,0.918844534131556,0.0702124872226207,3.11579203251802,1.001,525.030680590856,51,51,NA,0,FALSE,FALSE,34.429999999993,112,24,991,7,"fit_glaze_osc_zeta_v4_mouse",1064.06136118171,1064.17529810948
"L-BFGS-B1077",0.506934229810804,7.00160211766975,1.01816332316848,0.87816628113985,0.0624077239806555,3.16480640192065,0.999,502.924081108554,83,83,NA,0,FALSE,FALSE,56.9500000000116,112,25,993,7,"fit_glaze_osc_zeta_v4_mouse",1019.84816221711,1019.96186780086
"L-BFGS-B1078",0.57541992536604,4.15360619439093,0.983068837219646,0,0.0377218110148103,3.15827362621988,0.999237409111589,513.924867744523,42,42,NA,0,FALSE,FALSE,28.7999999999884,112,26,994,7,"fit_glaze_osc_zeta_v4_mouse",1041.84973548905,1041.96332575274
"L-BFGS-B1079",0.507056542587779,2.99558124281116,1.00759269203096,0.270933852744214,0.032605202868114,3.06624912822563,0.999,223.629633030188,46,46,NA,0,FALSE,FALSE,14.3500000000058,113,6,477,7,"fit_glaze_osc_zeta_v4_mouse",461.259266060375,461.498072030525
"L-BFGS-B1080",0.598072097706629,2.55231840037322,1.47854833846529,0.218094319241438,0.025,2.36828787343119,1.001,355.165285517284,105,105,NA,1,FALSE,TRUE,50.5899999999965,113,7,712,7,"fit_glaze_osc_zeta_v4_mouse",724.330571034567,724.489661943658
"L-BFGS-B1081",0.351508641688675,3.29500839957349,1.03822838247368,0.279430517663005,0.0714296102640629,2.95469653558717,0.999,449.105029403434,72,72,NA,0,FALSE,FALSE,43.2300000000105,113,8,876,7,"fit_glaze_osc_zeta_v4_mouse",912.210058806867,912.339091064932
"L-BFGS-B1082",0.444956763131101,3.33724845127549,1.03320806338471,0.32510202857183,0.0982066643471792,3.26978482627798,1.00034704530249,463.128320432399,74,74,NA,0,FALSE,FALSE,40.2799999999988,113,10,803,7,"fit_glaze_osc_zeta_v4_mouse",940.256640864798,940.397521367943
"L-BFGS-B1083",0.648093502563125,4.86477012676269,1.00948875823155,0.974033944500152,0.0458236981299767,3.12705613004007,0.999,235.871065347243,35,35,NA,0,FALSE,FALSE,9.67000000001281,113,11,417,7,"fit_glaze_osc_zeta_v4_mouse",485.742130694485,486.015969325292
"L-BFGS-B1084",0.305386735874094,3.00859784775888,0.790522350473477,0.321065319958452,0.0284283481033204,2.55915526056775,0.999,329.194318841151,58,58,NA,0,FALSE,FALSE,21.6499999999942,113,12,560,7,"fit_glaze_osc_zeta_v4_mouse",672.388637682302,672.591536233027
"L-BFGS-B1085",0.449731134991806,6.29291431104098,1.08995601130747,0.986974839205045,0.0252141992243461,2.34885788395683,1.00073416507479,504.192861150579,51,51,NA,0,FALSE,FALSE,33.2000000000116,113,13,943,7,"fit_glaze_osc_zeta_v4_mouse",1022.38572230116,1022.50550839741
"L-BFGS-B1086",0.448783438105358,4.22990844018957,0.996757709430719,0.613348658085994,0.183165851484916,3.0489340567495,1.001,496.91754073986,76,76,NA,0,FALSE,FALSE,47.0899999999965,113,14,883,7,"fit_glaze_osc_zeta_v4_mouse",1007.83508147972,1007.96308147972
"L-BFGS-B1087",0.444723243326256,5.87435557303454,0.992575791287221,1.08251449462687,0.2,4.34092723304006,0.999,312.686374978169,38,38,NA,0,FALSE,FALSE,14.8299999999872,113,15,578,7,"fit_glaze_osc_zeta_v4_mouse",639.372749956337,639.569241184407
"L-BFGS-B1088",0.465678534679737,7.47506084208342,1.01070105747106,0.977840411112111,0.0360172668067983,3.17548010968466,0.9990000032259,349.712175956917,41,41,NA,0,FALSE,FALSE,18.3399999999965,113,16,667,7,"fit_glaze_osc_zeta_v4_mouse",713.424351913834,713.594306390313
"L-BFGS-B1089",0.504900465878955,3.00255269540604,0.965235498384391,0.444862433447669,0.110583302907306,0.363771764409773,0.999,231.664889806193,130,130,NA,0,FALSE,FALSE,47.9200000000128,113,17,547,7,"fit_glaze_osc_zeta_v4_mouse",477.329779612387,477.537571820179
