"","p1","p2","p3","p4","p5","p6","p7","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","subject_id","session_id","trial_n","free_param","type","AIC","cAIC"
"L-BFGS-B384",0.500396311698626,18.806530744176,1.03098977298152,0.669751775284299,0.2,4.65741168919368,0.999,414.006975053786,106,106,NA,1,FALSE,FALSE,87.679999999993,35,11,1186,7,"fit_glaze_osc_zeta_v4_mouse",842.013950107572,842.109026508251
"L-BFGS-B385",0.413830916553384,16.8097271756468,0.974148890954333,0.621461130688789,0.179510183078413,3.0628333475013,1.00094974563506,413.596370669715,27,27,NA,0,FALSE,FALSE,20.4899999999907,35,12,1106,7,"fit_glaze_osc_zeta_v4_mouse",841.192741339431,841.294744982418
"L-BFGS-B386",0.338542445338183,3.12604453554719,0.180992744814107,0.404972738707851,0.0926647883930461,1.29938409602117,0.999,359.551847501358,128,128,NA,0,FALSE,TRUE,71.2799999999988,36,13,813,7,"fit_glaze_osc_zeta_v4_mouse",733.103695002715,733.242825437498
"L-BFGS-B387",0.270046186102975,2.86579637172948,1.32262453008957,0.884247921721971,0.196609136675768,4.28277750190313,0.999,374.633696656432,93,93,NA,0,FALSE,FALSE,39.7699999999895,36,15,628,7,"fit_glaze_osc_zeta_v4_mouse",763.267393312864,763.448038474154
"L-BFGS-B388",0.497690364744384,2.17910767646113,0.969085226194678,0.576161288416797,0.0364636041896157,2.40135670898998,1.001,381.586479852543,120,120,NA,1,FALSE,FALSE,49.7199999999866,36,16,613,7,"fit_glaze_osc_zeta_v4_mouse",777.172959705087,777.358083672029
"L-BFGS-B389",0.515839217208079,3.95730431114542,1.02335947175901,0.975614937725373,0.0707049909090096,3.14241062085246,0.999854125013108,534.711625932402,37,37,NA,0,FALSE,FALSE,22.8999999999942,36,17,909,7,"fit_glaze_osc_zeta_v4_mouse",1083.4232518648,1083.54755819111
"L-BFGS-B390",0.492287988477368,2.2458075469431,1.03509889294704,0.150602672255103,0.025,3.07447150039532,0.999,723.159679267821,39,39,NA,0,FALSE,FALSE,32.1399999999994,36,18,1192,7,"fit_glaze_osc_zeta_v4_mouse",1460.31935853564,1460.41395313024
"L-BFGS-B391",0.563237444260162,4.23585652644368,1.02885462892704,0.981031131854288,0.0506264770026776,3.17175002801232,0.999144827086518,480.248774241209,42,42,NA,0,FALSE,FALSE,23.8899999999994,36,19,841,7,"fit_glaze_osc_zeta_v4_mouse",974.497548482419,974.632002263932
"L-BFGS-B392",0.504872952653325,7.16728748200752,1.00185120168665,0.925765532349396,0.120516427710053,3.14941327421459,0.999,552.340697642777,52,52,NA,0,FALSE,FALSE,38.4900000000198,36,20,1077,7,"fit_glaze_osc_zeta_v4_mouse",1118.68139528555,1118.7861660994
"L-BFGS-B393",0.579203619168901,10.379695920803,0,1.35469461217428,0.025,2.1925078883857,1.001,224.10171945568,111,111,NA,1,FALSE,TRUE,35.6499999999942,36,21,478,7,"fit_glaze_osc_zeta_v4_mouse",462.20343891136,462.4417367837
"L-BFGS-B394",0.425312436131868,2.59654338194621,0.998258033025256,0.266248594476488,0.0492078276508127,3.07069170944573,0.99940045100825,547.152400604063,66,66,NA,0,FALSE,FALSE,41.4199999999837,36,22,919,7,"fit_glaze_osc_zeta_v4_mouse",1108.30480120813,1108.4277430303
"L-BFGS-B395",0.301683031439618,3.82247473403351,0.984258187969571,0.892865753695158,0.151039416385247,3.15293387371559,0.999,753.746600294722,47,47,NA,0,FALSE,FALSE,42.8099999999977,36,23,1300,7,"fit_glaze_osc_zeta_v4_mouse",1521.49320058944,1521.57988789595
"L-BFGS-B396",0.594596037117687,4.6967315167316,1.02954895093931,0.975870035764308,0.0368636532099358,3.11727040402236,0.999595102432301,566.433014311261,36,36,NA,0,FALSE,FALSE,24.9500000000116,36,24,1007,7,"fit_glaze_osc_zeta_v4_mouse",1146.86602862252,1146.97814073463
"L-BFGS-B397",0.517761644364246,3.2293534170344,1.02276650780776,0.501508057236378,0.0364629080083277,3.1891983289324,1.00092325684776,295.933370589742,104,104,NA,0,FALSE,FALSE,34.5899999999965,36,25,497,7,"fit_glaze_osc_zeta_v4_mouse",605.866741179485,606.09578003429
"L-BFGS-B398",0.539085654115631,5.35455680792503,1.02075647590363,0.89253522961274,0.121955398849621,3.07122064935504,0.999,459.394963907866,96,96,NA,52,FALSE,FALSE,56.1699999999837,36,26,847,7,"fit_glaze_osc_zeta_v4_mouse",932.789927815733,932.923420068415
"L-BFGS-B399",0.476262883503432,3.25803402275648,1.02012951033481,0.283233292257046,0.127606100786173,3.3505345867032,0.999599549457751,474.998708453248,51,51,NA,0,FALSE,FALSE,28.7799999999988,36,27,829,7,"fit_glaze_osc_zeta_v4_mouse",963.997416906497,964.133835907715
"L-BFGS-B400",0.449674657181748,7.16051351863453,0.990071263594029,0.943376868211041,0.0421441155544865,3.16489276586143,0.999193252045751,512.0736141999,46,46,NA,0,FALSE,FALSE,31.890000000014,36,28,1000,7,"fit_glaze_osc_zeta_v4_mouse",1038.1472283998,1038.26013162561
"L-BFGS-B401",0.456702553073091,2.6027033760049,1.05822252674563,0.283504307463592,0.0718098907388936,3.10750497708008,0.999032258520992,347.816067103838,88,88,NA,0,FALSE,FALSE,40.2099999999919,37,15,678,7,"fit_glaze_osc_zeta_v4_mouse",709.632134207676,709.79929838678
"L-BFGS-B402",0.547702795096019,3.49358523733509,0,0.619955437379151,0.0825549146326073,1.01170779825233,0.999,267.021850491224,142,142,NA,1,FALSE,FALSE,53.25,37,18,557,7,"fit_glaze_osc_zeta_v4_mouse",548.043700982447,548.247708268422
"L-BFGS-B403",0.638010887910463,3.29014062547034,1.22908159866756,0.693217837918898,0.0854450660525076,3.51031802870901,1.001,268.465652519117,62,62,NA,0,FALSE,FALSE,20.25,37,19,488,7,"fit_glaze_osc_zeta_v4_mouse",550.931305038234,551.164638371567
"L-BFGS-B404",0.64396736993567,3.30472832140682,3.22096763901698,0.737880416654979,0.0702457894158373,4.06956731953709,1.001,345.826627522143,240,240,NA,1,FALSE,FALSE,97.3699999999953,37,20,600,7,"fit_glaze_osc_zeta_v4_mouse",705.653255044286,705.842444233475
"L-BFGS-B405",0.587237335302953,6.16072484875327,1.00597708853962,1.2326058759736,0.0381947322742554,3.01949466179642,1.001,302.395146376213,92,92,NA,52,FALSE,FALSE,35.7200000000012,37,21,579,7,"fit_glaze_osc_zeta_v4_mouse",618.790292752427,618.98643986276
"L-BFGS-B406",0.553361439247881,3.34812330464034,1.01361772537587,0.454143199146979,0.0859468494805802,3.14759886971985,1.00084898932321,371.382781771053,61,61,NA,0,FALSE,FALSE,26.5,37,22,647,7,"fit_glaze_osc_zeta_v4_mouse",756.765563542105,756.94083740752
"L-BFGS-B407",0.35201048794373,5.59908083354974,1.00063020451278,0.979007830542866,0.199740596391119,3.17273064332878,0.999,367.789351972017,39,39,NA,0,FALSE,FALSE,17.9400000000023,37,23,681,7,"fit_glaze_osc_zeta_v4_mouse",749.578703944034,749.745122963351
"L-BFGS-B408",0.477439864047962,9.45415890209877,1.07058144200818,0.92725173839151,0.0350674475652257,7.66558883778383e-04,0.999,67.585853732766,70,70,NA,0,FALSE,FALSE,14.3999999999942,38,2,314,7,"fit_glaze_osc_zeta_v4_mouse",149.171707465532,149.537720537427
"L-BFGS-B409",0.416551239509082,11.6650867705215,0,0,0.025,2.38773896541501,0.999,122.990718282635,42,42,NA,0,FALSE,FALSE,15.2200000000012,38,3,543,7,"fit_glaze_osc_zeta_v4_mouse",259.98143656527,260.190782359662
"L-BFGS-B410",0.55954654947735,5.17363460865323,1.02758467574952,0.266381665901594,0.0439014430863029,3.2013231772407,0.999,245.780610092677,72,72,NA,0,FALSE,FALSE,24.1499999999942,38,4,492,7,"fit_glaze_osc_zeta_v4_mouse",505.561220185354,505.792625144032
"L-BFGS-B411",0.447524663180536,20,0.965038061361622,1.0484205989372,0.025,1.43370857858549,1.001,250.639523002689,79,79,NA,0,FALSE,FALSE,40.8800000000047,38,5,760,7,"fit_glaze_osc_zeta_v4_mouse",515.279046005378,515.427982175591
"L-BFGS-B412",0.460747835519188,20,0.965528377187015,0.0144134578624412,0.025,3.44452489231352,1.001,158.386506638267,44,44,NA,0,FALSE,FALSE,19.0899999999965,38,6,647,7,"fit_glaze_osc_zeta_v4_mouse",330.773013276534,330.948287141949
"L-BFGS-B413",0.482582154089436,20,2.46134526496864,0.184940659048045,0.0334764628651033,0,1.001,159.504740162651,63,63,NA,0,FALSE,FALSE,23.1900000000023,38,7,549,7,"fit_glaze_osc_zeta_v4_mouse",333.009480325301,333.216504354876
"L-BFGS-B414",0.419959563319431,20,0,0.478470699724941,0.2,0.864243460325467,1.001,117.200511506469,79,79,NA,0,FALSE,TRUE,23.789999999979,38,8,455,7,"fit_glaze_osc_zeta_v4_mouse",248.401023012939,248.651582297055
"L-BFGS-B415",0.392203202811113,20,1.02898485179837,0.72536846786447,0.126448956335126,2.22308371895113,1.001,144.25170646655,74,74,NA,52,FALSE,FALSE,23.4400000000023,38,9,474,7,"fit_glaze_osc_zeta_v4_mouse",302.503412933099,302.743756280739
"L-BFGS-B416",0.571834747962,3.07355200879647,1.13405381275107,0.807453850448782,0.10280385934147,2.70248200168979,1.001,198.412596735699,133,133,NA,0,FALSE,FALSE,37.8399999999965,39,7,427,7,"fit_glaze_osc_zeta_v4_mouse",410.825193471399,411.092496574024
"L-BFGS-B417",0.55912645680245,4.64470113133661,0.75382879756568,0.786167749828903,0.0295443835064157,1.57165263756087,0.999,115.672341842797,113,113,NA,1,FALSE,FALSE,20.2099999999919,39,8,270,7,"fit_glaze_osc_zeta_v4_mouse",245.344683685595,245.772164601625
"L-BFGS-B418",0.604435081203993,4.79398977534226,2.91299491670939,0.501970368206597,0.162038132794935,5.65592087859865,0.999082091065789,187.760649209909,103,103,NA,0,FALSE,FALSE,29.820000000007,39,9,433,7,"fit_glaze_osc_zeta_v4_mouse",389.521298419818,389.784827831583
"L-BFGS-B419",0.54380615132074,7.75256274666403,1.10096628335012,1.13766352158048,0.117196568106538,5.87579069891777,1.001,197.194563071794,97,97,NA,0,FALSE,FALSE,26.8800000000047,39,10,415,7,"fit_glaze_osc_zeta_v4_mouse",408.389126143587,408.664310418771
"L-BFGS-B420",0.01,6.34096867934578,0,10,0.2,2.63868071281859,1.001,4.03583762449374,47,47,NA,0,FALSE,TRUE,0.540000000008149,39,79,14,7,"fit_glaze_osc_zeta_v4_mouse",22.0716752489875,40.7383419156541
"L-BFGS-B421",0.581927071128381,2.85564170271471,0.751377434322807,0.731793211749353,0.0475414837673899,0.998983258777384,1.001,157.648255527509,114,114,NA,0,FALSE,FALSE,24.9200000000128,40,4,329,7,"fit_glaze_osc_zeta_v4_mouse",329.296511055019,329.64542071234
"L-BFGS-B422",0.700803580656991,3.7941460937776,1.07671322129875,1.02666682531316,0.0818021909835574,3.02420421591069,0.999,140.143557939766,57,57,NA,0,FALSE,FALSE,11.4899999999907,40,5,303,7,"fit_glaze_osc_zeta_v4_mouse",294.287115879532,294.666776896481
"L-BFGS-B423",0.569346648390281,3.94546854457509,0.454459395795292,0.573926015225553,0.0862191805263706,0.759812213608511,0.999,202.7670161846,128,128,NA,0,FALSE,FALSE,37.5099999999802,40,6,441,7,"fit_glaze_osc_zeta_v4_mouse",419.5340323692,419.792692877283
"L-BFGS-B424",0.01,0.71883215841583,5.79959963817569,1.50751537194437,0.0369206812018606,5.47508950705752,0.999069044639376,212.484653494696,82,82,NA,0,FALSE,FALSE,17.5199999999895,40,7,322,7,"fit_glaze_osc_zeta_v4_mouse",438.969306989391,439.32599488748
"L-BFGS-B425",0.712601356366746,3.78155907289951,0.014549005388017,1.14615577151434,0.0711497565180036,0.824629793229204,0.999,154.54248828105,58,58,NA,0,FALSE,TRUE,11.8300000000163,40,8,305,7,"fit_glaze_osc_zeta_v4_mouse",323.084976562101,323.462080939205
"L-BFGS-B426",0.49057327621136,5.8847384527629,1.0388075848307,0.451781733035255,0.025,1.86600146112374,0.999,182.508905495893,84,84,NA,0,FALSE,TRUE,22.4500000000116,40,10,401,7,"fit_glaze_osc_zeta_v4_mouse",379.017810991787,379.30279826914
"L-BFGS-B427",0.435705163347415,14.3650469978221,1.04183716750919,1.19592155367646,0.0649231405707733,3.61427711651803,0.999,196.666415317725,73,73,NA,52,FALSE,FALSE,24.2200000000012,40,11,492,7,"fit_glaze_osc_zeta_v4_mouse",407.33283063545,407.564235594128
"L-BFGS-B428",0.458282969743302,17.2172794620935,0.568214459663236,1.26237625308228,0.0426675743299793,0,0.999,166.080685266879,151,151,NA,52,FALSE,FALSE,42,40,12,417,7,"fit_glaze_osc_zeta_v4_mouse",346.161370533757,346.435209164564
"L-BFGS-B429",0.593240097881804,20,1.05645233500223,0.378475638386954,0.183886373847096,3.15914998342797,1.001,122.503543140295,31,31,NA,0,FALSE,FALSE,8.57999999998719,40,13,406,7,"fit_glaze_osc_zeta_v4_mouse",259.007086280589,259.288493315765
"L-BFGS-B430",0.448849821110352,2.12487267195078,1.02008552065737,0.447979978963908,0.0470603048470803,3.35021005952271,1.001,176.095296237444,70,70,NA,0,FALSE,FALSE,16.0599999999977,41,12,344,7,"fit_glaze_osc_zeta_v4_mouse",366.190592474888,366.523925808222
"L-BFGS-B431",0.698521007957106,2.8127785279766,1.01667383876208,1.24360723440507,0.070112521700234,1.62656109734626,1.00048574935052,131.736759553189,123,123,NA,1,FALSE,FALSE,21.210000000021,41,13,264,7,"fit_glaze_osc_zeta_v4_mouse",277.473519106379,277.911019106379
"L-BFGS-B432",0.7076579388446,2.78759900483406,1.79120442180861,2.9204518874682e-15,0.025854173977758,2.03209302993503,0.999,140.167045284644,71,71,NA,0,FALSE,FALSE,15.9700000000012,41,14,341,7,"fit_glaze_osc_zeta_v4_mouse",294.334090569288,294.670426905625
"L-BFGS-B433",0.466003006608013,5.4762628247127,2.06941101687709,2.14687800543009,0.0433261383845563,0,1.001,90.6206828313679,111,111,NA,0,FALSE,FALSE,13.679999999993,41,15,187,7,"fit_glaze_osc_zeta_v4_mouse",195.241365662736,195.867063986758
"L-BFGS-B434",0.544860440526009,8.28564790435062,1.28792301032256,2.51567196567314,0.0877460053063324,5.23956352213616,1.001,73.7835417629003,107,107,NA,0,FALSE,FALSE,13.1399999999849,41,16,184,7,"fit_glaze_osc_zeta_v4_mouse",161.567083525801,162.203447162164
"L-BFGS-B435",0.587523710054379,4.91385519906723,1.00253452847458,0.530668112407668,0.0553585675423075,3.13220848361702,0.999,108.733794350971,48,48,NA,0,FALSE,FALSE,9.94000000000233,41,17,313,7,"fit_glaze_osc_zeta_v4_mouse",231.467588701942,231.834801816696
"L-BFGS-B436",0.782038073603397,15.6102175305478,0.911647486684706,1.94268818963193,0.0402123211182667,1.12709295059306,0.999,39.1920201338229,118,118,NA,0,FALSE,FALSE,12.75,41,18,166,7,"fit_glaze_osc_zeta_v4_mouse",92.3840402676457,93.0929010271394
"L-BFGS-B437",0.615156698845291,5.93232830794487,0.641535748465309,0.356769728760444,0.2,2.1063844905793,0.999,78.0208463061501,109,109,NA,1,FALSE,TRUE,16.4700000000012,41,20,229,7,"fit_glaze_osc_zeta_v4_mouse",170.0416926123,170.548479942617
"L-BFGS-B438",0.723019458624111,9.54014339146459,1.65207456844374,2.48032561935334,0.025,2.79388307628155,1.00088550126015,91.4130820144827,106,106,NA,1,FALSE,FALSE,15.5899999999965,41,21,223,7,"fit_glaze_osc_zeta_v4_mouse",196.826164028965,197.347094261523
"L-BFGS-B439",0.361223815317631,7.15319407238954,1.01630124824816,0.976423451791262,0.0325837404632009,3.12351482511326,0.999044341971495,154.482643627354,29,29,NA,0,FALSE,FALSE,6.55999999999767,41,22,337,7,"fit_glaze_osc_zeta_v4_mouse",322.965287254709,323.305712786624
"L-BFGS-B440",0.0258417375931047,1.29139499730107,3.00903853886749,0,0.0534476926987897,3.35230018345548,0.999,116.526811358988,56,56,NA,0,FALSE,FALSE,6.69000000000233,41,23,185,7,"fit_glaze_osc_zeta_v4_mouse",247.053622717977,247.686391079558
"L-BFGS-B441",0.529810616923416,9.48186272616758,1.34373435659766,4.64874552362295,0.0999196424511621,4.90872560233947,0.999,137.341763780639,106,106,NA,0,FALSE,FALSE,16.8399999999965,41,24,242,7,"fit_glaze_osc_zeta_v4_mouse",288.683527561277,289.16216003991
"L-BFGS-B442",0.380814910550386,7.18381947284079,1.42853963017066,1.38654236919785,0.137970428579432,1.19723623617248,1.001,128.71842466656,92,92,NA,0,FALSE,FALSE,14.4599999999919,41,25,237,7,"fit_glaze_osc_zeta_v4_mouse",271.436849333119,271.925932302552
"L-BFGS-B443",0.629166313999313,15.7947030950498,0.844516384247508,2.94969208897625,0.0454951054722862,2.06892761651794,1.00090369878262,123.342780216932,141,141,NA,52,FALSE,FALSE,25.2999999999884,41,27,270,7,"fit_glaze_osc_zeta_v4_mouse",260.685560433863,261.113041349894
"L-BFGS-B444",0.623785518616509,6.48622161448351,1.03153519980729,1.78929739723422,0.0282432285407373,3.2047810528866,0.999009643807483,227.031897691882,71,71,NA,0,FALSE,FALSE,19.6000000000058,41,29,418,7,"fit_glaze_osc_zeta_v4_mouse",468.063795383765,468.336966115472
"L-BFGS-B445",0.478973771083772,4.79903860274821,1.03114334391239,0,0.2,3.69359337797152,0.999,175.138326809578,27,27,NA,0,FALSE,FALSE,6.14999999999418,41,30,345,7,"fit_glaze_osc_zeta_v4_mouse",364.276653619156,364.608997832806
"L-BFGS-B446",0.648682594242954,14.040531587533,1.06681160370823,2.57416982933845,0.0293125962465224,1.88059137704888,1.00089317555379,105.186790272683,43,43,NA,0,FALSE,FALSE,5.80999999999767,41,31,205,7,"fit_glaze_osc_zeta_v4_mouse",224.373580545366,224.942108464147
"L-BFGS-B447",0.545343012359993,8.43728049017949,1.05156814195449,0.755438096840617,0.0255535942896432,3.51721336644973,1.00099784330623,123.955596176415,140,140,NA,0,FALSE,FALSE,42.5100000000093,44,2,454,7,"fit_glaze_osc_zeta_v4_mouse",261.911192352829,262.162313429062
"L-BFGS-B448",0.556618067750157,5.72160985952951,1.00984553195947,0.338889121559327,0.025,1.80468659039428,1.001,205.429121615639,108,108,NA,1,FALSE,TRUE,31.6499999999942,44,3,440,7,"fit_glaze_osc_zeta_v4_mouse",424.858243231278,425.117502490537
"L-BFGS-B449",0.348853457017518,19.8842212898766,2.67384991807158,0.749953372151103,0.0560030793396474,4.20731201274226,1.0001458363558,168.73040900711,116,116,NA,1,FALSE,FALSE,38.609999999986,44,4,497,7,"fit_glaze_osc_zeta_v4_mouse",351.460818014219,351.689856869025
"L-BFGS-B450",0.425231174024749,8.54560640287102,0.997274678876713,0.979823478830651,0.123532719932679,3.19972038778847,1.001,286.933723453948,33,33,NA,0,FALSE,FALSE,12.7699999999895,44,5,577,7,"fit_glaze_osc_zeta_v4_mouse",587.867446907896,588.064283463256
"L-BFGS-B451",0.364603083319853,20,7.83281436029667,0,0.170698937751215,3.22368356341811,1.001,92.7422590338368,97,97,NA,52,FALSE,FALSE,26.640000000014,44,6,411,7,"fit_glaze_osc_zeta_v4_mouse",199.484518067674,199.762433700428
"L-BFGS-B452",0.262959191204077,2.08328711649394,8.99478636158474,0,0.0547543697690888,4.15429504360711,0.999073785147239,222.146380521221,149,149,NA,52,FALSE,FALSE,49.2200000000012,45,10,494,7,"fit_glaze_osc_zeta_v4_mouse",458.292761042442,458.52321371734
"L-BFGS-B453",0.544093128099963,2.98182955956059,1.03768656001679,0.97340914749518,0.0665359227410183,3.08322895308649,0.999,440.936457451908,42,42,NA,0,FALSE,FALSE,23.1100000000151,45,11,812,7,"fit_glaze_osc_zeta_v4_mouse",895.872914903816,896.012218386403
"L-BFGS-B454",0.59312131235241,4.15678198835924,0.742037140378321,0.63376443357125,0.0795993371361596,4.08811085348287,1.001,201.244430141086,116,116,NA,0,FALSE,FALSE,37.1100000000151,45,12,481,7,"fit_glaze_osc_zeta_v4_mouse",416.488860282173,416.725646751518
"L-BFGS-B455",0.533842787917041,3.15061678559316,1.63248351468247,0.726284425039557,0.0731257141664332,0.220950651609712,1.001,453.835592133781,104,104,NA,0,FALSE,FALSE,55.8999999999942,45,13,785,7,"fit_glaze_osc_zeta_v4_mouse",921.671184267562,921.815328411706
"L-BFGS-B456",0.639838896511582,4.11971996899806,1.08364012461011,0.598450425345761,0.0318642632318139,2.86850496035447,0.99900075458655,278.550440715294,68,68,NA,0,FALSE,FALSE,23.609999999986,45,14,507,7,"fit_glaze_osc_zeta_v4_mouse",571.100881430587,571.325330328383
"L-BFGS-B457",0.527373213169819,7.6057653186858,1.01007352103399,1.7317201773065,0.0383392992577231,1.93936707139587,1.001,388.389249029579,129,129,NA,1,FALSE,FALSE,62.1999999999825,45,15,713,7,"fit_glaze_osc_zeta_v4_mouse",790.778498059159,790.937363307386
"L-BFGS-B458",0.329091709994123,3.62767130207809,0.992103262741278,1.06278781300449e-06,0.0414560735929222,3.78490684699817,0.999,382.381345933607,58,58,NA,0,FALSE,FALSE,26.9199999999837,45,16,691,7,"fit_glaze_osc_zeta_v4_mouse",778.762691867215,778.926674297669
"L-BFGS-B459",0.514055611138656,4.49724733039452,1.06434337777188,0.553157422143332,0.0344009359500164,2.89103090256281,0.999341373531504,486.705724715965,93,93,NA,0,FALSE,FALSE,58.1600000000035,45,17,894,7,"fit_glaze_osc_zeta_v4_mouse",987.41144943193,987.537860267145
"L-BFGS-B460",0.01,4.25116111168304,5.58851795394411,0.896032174130202,0.0534964040980821,0,1.001,34.6082122458773,72,72,NA,0,FALSE,TRUE,3.86999999999534,45,57,82,7,"fit_glaze_osc_zeta_v4_mouse",83.2164244917546,84.7299380052681
"L-BFGS-B461",0.451900450748354,5.59425580175058,0.716007067635379,0.227556010604534,0.2,4.47039380253453,1.001,406.310116305715,102,102,NA,1,FALSE,TRUE,86.7200000000012,46,8,1221,7,"fit_glaze_osc_zeta_v4_mouse",826.62023261143,826.712565669962
"L-BFGS-B462",0.617705719631175,2.44473716920426,1.71339448439093,0.369163535583121,0.025,3.0075046995138,1.001,308.131674490708,110,110,NA,1,FALSE,TRUE,48.929999999993,48,4,661,7,"fit_glaze_osc_zeta_v4_mouse",630.263348981415,630.434865061048
"L-BFGS-B463",0.530419368402773,3.74418228764223,1.0252748590106,0.332007674337723,0.025,1.09646389679291,0.999750286593662,313.664166325591,111,111,NA,1,FALSE,TRUE,57.4499999999825,48,5,757,7,"fit_glaze_osc_zeta_v4_mouse",641.328332651182,641.477865361462
"L-BFGS-B464",0.579524058160797,6.24670033733817,0.891306341355356,0.768230633002077,0.0519477014520585,0.482624817563482,0.999,194.804577506084,132,132,NA,0,FALSE,FALSE,36.1800000000221,48,6,412,7,"fit_glaze_osc_zeta_v4_mouse",403.609155012169,403.886382734941
"L-BFGS-B465",0.626029456798205,7.08169476454925,1.02457082084884,0.995899537414588,0.0381736760632549,3.14221154274359,0.999010489901578,231.505264617366,31,31,NA,0,FALSE,FALSE,9.25999999998021,48,7,453,7,"fit_glaze_osc_zeta_v4_mouse",477.010529234732,477.262214627991
"L-BFGS-B466",0.01,3.59782673279191,4.16535730816988,2.08547240712206,0.0842854896193872,2.84269654434088,1.00093736838582,242.263096327542,63,63,NA,0,FALSE,FALSE,17.7599999999802,48,8,425,7,"fit_glaze_osc_zeta_v4_mouse",498.526192655084,498.794777786979
"L-BFGS-B467",0.359779606921381,14.2905592749105,0.974439074490696,1.61961799021603,0.0387024353729386,2.43042594267307,1.00099964917123,201.784779431771,46,46,NA,0,FALSE,FALSE,14.2599999999802,48,9,465,7,"fit_glaze_osc_zeta_v4_mouse",417.569558863543,417.814635449976
"L-BFGS-B468",0.53481627163273,7.64612781357481,0.997812817392639,1.01682264316541,0.16694066506992,3.13411179332477,0.999000089517451,385.814369104539,37,37,NA,0,FALSE,FALSE,18.7799999999988,48,10,746,7,"fit_glaze_osc_zeta_v4_mouse",785.628738209078,785.780499726693
"L-BFGS-B469",0.422958100827688,4.85749448735835,0.633046058457162,0.999114330869955,0.0749273703986811,0.549960734651914,1.001,405.302001333225,138,138,NA,52,FALSE,FALSE,70,48,11,745,7,"fit_glaze_osc_zeta_v4_mouse",824.604002666449,824.755970101999
"L-BFGS-B470",0.528291477211158,4.98727770546065,1.08608294132008,1.37316800636855,0.128527203913246,0.599146043226968,0.999,350.553952384378,141,141,NA,0,FALSE,FALSE,56.3000000000175,48,12,593,7,"fit_glaze_osc_zeta_v4_mouse",715.107904768757,715.29935776021
"L-BFGS-B471",0.40186142820623,8.80256699655937,0.990543850039246,0.971314345076319,0.0275822722271356,3.15503762318926,0.999,276.705448703646,42,42,NA,0,FALSE,FALSE,16.5499999999884,48,13,584,7,"fit_glaze_osc_zeta_v4_mouse",567.410897407292,567.605341851737
"L-BFGS-B472",0.614064835159019,1.72957026524021,3.42841991982024,0,0.0544706719524028,4.12275417895963,0.999,288.960030328813,114,114,NA,0,FALSE,FALSE,42.3500000000058,49,11,556,7,"fit_glaze_osc_zeta_v4_mouse",591.920060657626,592.12444021967
"L-BFGS-B473",0.503710405588637,2.22902181107908,1.13462451140631,0.183563835536683,0.025,3.38792687430776,1.001,288.476290213277,81,81,NA,0,FALSE,FALSE,32.3399999999965,49,12,590,7,"fit_glaze_osc_zeta_v4_mouse",590.952580426554,591.145020289097
"L-BFGS-B474",0.711663686043452,3.64838147763149,1.18725770500445,0.381691201056659,0.0466600760262047,3.38918138787976,0.999,266.263419748772,87,87,NA,0,FALSE,TRUE,35.8300000000163,49,13,611,7,"fit_glaze_osc_zeta_v4_mouse",546.526839497544,546.712577474327
"L-BFGS-B475",0.581886551390683,4.9021613867299,1.02934938991171,0.623364737078019,0.04123290980047,3.19898609531001,0.999,250.284878693497,81,81,NA,52,FALSE,FALSE,33.0099999999802,49,14,602,7,"fit_glaze_osc_zeta_v4_mouse",514.569757386994,514.758309575546
"L-BFGS-B476",0.471706783290169,2.47336097843549,0.938594630811,0.470439579973584,0.0419528267187278,4.54006237699305,0.999,231.467811588534,126,126,NA,0,FALSE,FALSE,41.4499999999825,49,15,488,7,"fit_glaze_osc_zeta_v4_mouse",476.935623177068,477.168956510401
"L-BFGS-B477",0.370359197546755,5.41891992007484,1.94517973766422,0,0.2,3.89212197517918,1.001,154.409918423365,109,109,NA,1,FALSE,TRUE,39.2599999999802,49,16,538,7,"fit_glaze_osc_zeta_v4_mouse",322.819836846729,323.031157601446
"L-BFGS-B478",0.322758910951852,5.69059733338455,1.07399218108105,0.013901626616913,0.0675853047127648,3.02027620734636,0.999,407.478007954604,56,56,NA,0,FALSE,FALSE,30.679999999993,49,18,806,7,"fit_glaze_osc_zeta_v4_mouse",828.956015909207,829.0963667864
"L-BFGS-B479",0.46817429817144,4.46104646683102,1.01128712179025,0.994361049403354,0.1142953651462,3.18672581305725,0.999,458.418438751599,60,60,NA,52,FALSE,FALSE,33.0200000000186,49,19,811,7,"fit_glaze_osc_zeta_v4_mouse",930.836877503197,930.976354464592
"L-BFGS-B480",0.414411870923782,6.69877817357029,1.01224615190287,0.943164117481422,0.0753339695085891,3.12847073837292,1.001,365.176591791431,23,23,NA,0,FALSE,FALSE,10.9100000000035,49,20,701,7,"fit_glaze_osc_zeta_v4_mouse",744.353183582863,744.514799744479
"L-BFGS-B481",0.476724445756357,3.81221816298236,1.01390446278276,0.461177729169487,0.101001484146465,3.34564600578653,0.999051202698731,541.63378131795,65,65,NA,0,FALSE,FALSE,42.2300000000105,49,21,947,7,"fit_glaze_osc_zeta_v4_mouse",1097.2675626359,1097.38683846125
"L-BFGS-B482",0.370368848573991,9.04929198962566,0.874964927077677,1.0895766059274,0.11767027519517,2.04459610141044,0.999,455.944536586893,62,62,NA,0,FALSE,FALSE,40.5499999999884,49,22,952,7,"fit_glaze_osc_zeta_v4_mouse",925.889073173787,926.007717241583
