"p1","p2","p3","p4","p5","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","subject_id","session_id","trial_n","free_param","type","AIC","cAIC"
0.594002505608207,3.35017392151306,0.8652993255085,0.0331664458528243,2.21788410201867,274.482287407881,83,83,NA,0,FALSE,TRUE,35.8400000000111,1,30,583,5,"fit_glaze_osc_zeta_v4_one_amp_mouse",558.964574815762,559.068560950945
0.476800750140174,2.66258411691566,0.288527447543222,0.0991938493433786,1.7235326128931,448.345241512283,92,92,NA,0,FALSE,TRUE,63.8800000000047,1,43,885,5,"fit_glaze_osc_zeta_v4_one_amp_mouse",906.690483024565,906.758742410231
0.585031070902681,6.76998869577383,1.32423515793834,0.0471044247278591,3.92588946221906,259.634072370143,84,84,NA,0,FALSE,FALSE,31.0200000000041,1,45,500,5,"fit_glaze_osc_zeta_v4_one_amp_mouse",529.268144740287,529.389602230166
0.443776104920699,3.400380643149,1.03488226504357,0.0609203347864071,5.78209394841448,365.752855639347,44,44,NA,0,FALSE,FALSE,19.7299999999959,1,48,597,5,"fit_glaze_osc_zeta_v4_one_amp_mouse",741.505711278694,741.607234121333
0.490643893560224,2.87675063439118,0,0.124178637136256,1.64687998932724,412.412941844846,45,45,NA,0,FALSE,FALSE,25.2399999999907,1,49,708,5,"fit_glaze_osc_zeta_v4_one_amp_mouse",834.825883689692,834.911353775162
0.647762417298818,5.83296538721583,1.31550000904278,0.2,2.06968157478605,390.548894562461,82,82,NA,0,FALSE,TRUE,46.6100000000006,1,53,693,5,"fit_glaze_osc_zeta_v4_one_amp_mouse",791.097789124922,791.185125369464
0.471800699333154,2.75328404967695,0.300302536557916,0.025,3.0852514541175,587.655950929254,95,95,NA,0,FALSE,TRUE,78.8999999999942,1,54,998,5,"fit_glaze_osc_zeta_v4_one_amp_mouse",1185.31190185851,1185.37238572948
0.513146553219302,3.20085110548415,1.03599324924416,0.052172325006133,5.58742324367187,275.080350486535,38,38,NA,0,FALSE,FALSE,13.6100000000006,1,55,445,5,"fit_glaze_osc_zeta_v4_one_amp_mouse",560.160700973069,560.29737523275
0.646685638532242,3.91543451734548,0.525824337152916,0.196223607975712,6.280043714526,488.56215150258,122,122,NA,0,FALSE,TRUE,86.0399999999936,1,56,860,5,"fit_glaze_osc_zeta_v4_one_amp_mouse",987.124303005161,987.194560616402
0.613530346970154,3.54039673506197,0.797635253957521,0.0400454987262863,2.05529992288839,465.632014027567,58,58,NA,0,FALSE,FALSE,37.9100000000035,1,57,788,5,"fit_glaze_osc_zeta_v4_one_amp_mouse",941.264028055134,941.340754397845
0.507992826574663,3.06883524953757,0,0.0382970705156902,4.98149139853371,405.220587077222,34,34,NA,0,FALSE,FALSE,20.1000000000058,1,58,722,5,"fit_glaze_osc_zeta_v4_one_amp_mouse",820.441174154444,820.524973037125
0.466412627343589,3.09411506927558,1.04230154264952,0.0756359239406097,0.0573723305561347,423.514316523923,42,42,NA,0,FALSE,FALSE,24.3099999999977,1,59,696,5,"fit_glaze_osc_zeta_v4_one_amp_mouse",857.028633047845,857.115589569584
0.664929250747747,3.32297889955649,1.43244141113615,0.0351625934998398,4.68872141715779,252.566942432532,58,58,NA,0,FALSE,TRUE,19.1100000000006,1,60,415,5,"fit_glaze_osc_zeta_v4_one_amp_mouse",515.133884865065,515.280584131568
0.420832645064187,1.80111661054618,0.300772851360809,0.0273894666069464,3.15080862863931,494.490130300159,54,54,NA,0,FALSE,FALSE,35.4899999999907,1,63,783,5,"fit_glaze_osc_zeta_v4_one_amp_mouse",998.980260600319,999.057480677539
0.552372853527814,4.7054912149644,1.10472640300801,0.0420352831277922,0,284.115265524778,144,144,NA,0,FALSE,FALSE,56.25,1,64,492,5,"fit_glaze_osc_zeta_v4_one_amp_mouse",578.230531049557,578.35398783968
0.597204211918795,7.64811809265413,0.956293059025614,0.131925889318497,5.60649281852383,513.400596162867,55,55,NA,52,FALSE,FALSE,47.2300000000105,1,65,1016,5,"fit_glaze_osc_zeta_v4_one_amp_mouse",1036.80119232573,1036.86059826633
0.500917616027762,3.89970956357717,0.390233899449291,0.0414247691867762,2.03443296281098,325.450562038466,84,84,NA,0,FALSE,TRUE,41.2400000000052,1,66,595,5,"fit_glaze_osc_zeta_v4_one_amp_mouse",660.901124076932,661.002991649088
0.597959298027864,4.96334729825768,1.39343037631355,0.159401396837331,2.16602994812799,390.698928675355,155,155,NA,0,FALSE,FALSE,88.0299999999988,1,67,697,5,"fit_glaze_osc_zeta_v4_one_amp_mouse",791.397857350709,791.484688030883
0.512146396568768,5.34382309247651,0.873022692493551,0.197678752464289,4.55539114270321,476.618926916777,112,112,NA,1,FALSE,FALSE,80.6999999999971,1,68,875,5,"fit_glaze_osc_zeta_v4_one_amp_mouse",963.237853833553,963.306898712725
0.586378620021187,3.92385390163898,0.446631972199028,0.141900587107204,1.40867427793801,336.164849449267,83,83,NA,0,FALSE,TRUE,56.8100000000122,2,21,829,5,"fit_glaze_osc_zeta_v4_one_amp_mouse",682.329698898534,682.402602908254
0.545284047766229,7.44959020704192,0.806834465847852,0.0355222488214541,3.19701957319265,483.048714297043,55,55,NA,0,FALSE,FALSE,48.5300000000134,2,22,1057,5,"fit_glaze_osc_zeta_v4_one_amp_mouse",976.097428594086,976.154517081241
0.548176568475259,5.67996402497465,0.882710635116569,0.0612980599537772,6.18553611292345,443.626984495176,54,54,NA,0,FALSE,TRUE,35.9400000000023,2,25,809,5,"fit_glaze_osc_zeta_v4_one_amp_mouse",897.253968990351,897.328688791098
