"p1","p2","p3","p4","p5","p6","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","subject_id","trial_n","free_param","type","AIC","cAIC"
0.338330662792876,0.637756496450785,0.93744637477833,0.0415963796413254,3.11135041876879,5.296725575351,1895.59862530387,36,36,NA,0,FALSE,FALSE,89.89,238,3500,6,"fit_glaze_osc_zeta_v4_one_amp",3803.19725060775,3803.22129870394
0.569522719679329,0.500255596532263,0.188627279936055,0.2,3.39491839156509,5.2285834610368,1989.01680765941,101,101,NA,0,FALSE,FALSE,266.95,239,3679,6,"fit_glaze_osc_zeta_v4_one_amp",3990.03361531883,3990.05649113582
0.553151284701852,0.515135763935101,0.174273674636461,0.2,3.44411305450601,5.25062570476026,1877.04952823243,105,105,NA,1,FALSE,FALSE,262.9,240,3531,6,"fit_glaze_osc_zeta_v4_one_amp",3766.09905646486,3766.12289301424
0.61605412855056,0.658491154779189,0.924340090863386,0.043664069533643,3.07578447482624,5.04109614084894,1894.07932941281,68,68,NA,0,FALSE,FALSE,170.94,241,3563,6,"fit_glaze_osc_zeta_v4_one_amp",3800.15865882562,3800.18228087287
0.50471794100708,0.510353552705789,0,0.2,3.27743643309981,5.14700318027262,1790.98127796585,23,23,NA,0,FALSE,FALSE,56.1800000000001,242,3467,6,"fit_glaze_osc_zeta_v4_one_amp",3593.9625559317,3593.98683338835
0.431680793515336,0.652148777431549,0.868959707270212,0.0807191463118828,3.07863240485389,5.01853043463357,1843.61971315338,109,109,NA,52,FALSE,FALSE,266.61,243,3479,6,"fit_glaze_osc_zeta_v4_one_amp",3699.23942630675,3699.26361985514
0.512685630940011,0.505502688653936,0.0324492402220071,0.025,3.0787132715807,5.22289642431855,1784.07450066573,51,51,NA,0,FALSE,FALSE,123.15,244,3434,6,"fit_glaze_osc_zeta_v4_one_amp",3580.14900133146,3580.17351256578
0.519459847567184,0.516872654902465,0.0271030824782153,0.042631519277592,2.87780895745893,5.20981747416071,1800.32620136898,158,158,NA,0,FALSE,FALSE,390.34,245,3516,6,"fit_glaze_osc_zeta_v4_one_amp",3612.65240273795,3612.67634118195
0.498266403930907,0.634872196738157,1.50846215655288,0.103148905483635,3.29434885933032,5.27839497779477,1979.56983462246,112,112,NA,52,FALSE,FALSE,286.36,246,3603,6,"fit_glaze_osc_zeta_v4_one_amp",3971.13966924492,3971.16302853301
0.440299418788986,0.621480150830905,0.902771793704391,0.0980055655102644,3.18796825202795,5.28906289717978,1926.45916053194,34,34,NA,0,FALSE,FALSE,84.23,247,3545,6,"fit_glaze_osc_zeta_v4_one_amp",3864.91832106389,3864.94206329113
0.323189153934307,0.587909582227094,1.54651041905608,0.0941301171747084,3.61027663319733,4.56538623607337,1943.37431937249,157,157,NA,0,FALSE,FALSE,387.58,248,3503,6,"fit_glaze_osc_zeta_v4_one_amp",3898.74863874499,3898.77266620494
0.443181317184096,0.704712161918018,1.39810135497398,0.0494685986223864,2.93255146599511,5.21782744564019,1973.01818177267,133,133,NA,52,FALSE,FALSE,338.66,249,3606,6,"fit_glaze_osc_zeta_v4_one_amp",3958.03636354534,3958.05970336196
0.01,0.248345957950718,0.320915701733599,0.0618553518782748,3.26317322893894,5.00273686431806,116.386575299438,46,46,NA,0,FALSE,FALSE,5.34999999999991,250,200,6,"fit_glaze_osc_zeta_v4_one_amp",244.773150598877,245.208383759498
0.479694190782355,1.05005779605897,0.59452887568068,0.0899697792183329,0.815816605244861,4.91645025580161,73.4549168755262,71,71,NA,0,TRUE,FALSE,8.33000000000038,251,200,6,"fit_glaze_osc_zeta_v4_one_amp",158.909833751052,159.345066911674
0.320257859413775,0.744249121103902,0.626802640370518,0.025,6.10248614594109,5.03426307237376,99.6547324515064,67,67,NA,0,FALSE,TRUE,7.66999999999962,252,200,6,"fit_glaze_osc_zeta_v4_one_amp",211.309464903013,211.744698063635
0.01,0.481015747696276,2.66869538213542,0.059581474053852,3.84471166489391,5.00686465238835,121.771803713812,51,51,NA,0,FALSE,FALSE,5.90000000000009,253,200,6,"fit_glaze_osc_zeta_v4_one_amp",255.543607427623,255.978840588245
0.892076081770052,0.214179937415884,10,0.0633040476611784,1.91585952444802,4.97212320926127,135.295398038076,119,119,NA,52,FALSE,FALSE,14.1600000000003,254,200,6,"fit_glaze_osc_zeta_v4_one_amp",282.590796076152,283.026029236773
0.398392672477101,0.43990300104472,1.45206377771252,0.121549662082219,0.160551664716057,4.95275568530984,126.376541942966,82,82,NA,0,FALSE,FALSE,9.71000000000004,255,200,6,"fit_glaze_osc_zeta_v4_one_amp",264.753083885932,265.188317046554
0.0416378221653624,0.804509033157709,5.93838632599667,0.025,1.5524341992744,4.71274498251032,102.558932270284,82,82,NA,0,FALSE,TRUE,9.52999999999975,256,200,6,"fit_glaze_osc_zeta_v4_one_amp",217.117864540568,217.55309770119
0.575395744079356,0.993666627673567,0.506933678346763,0.138084755200357,2.81689964881459,4.99200448468723,73.43449815233,42,42,NA,0,TRUE,FALSE,4.86000000000013,257,200,6,"fit_glaze_osc_zeta_v4_one_amp",158.86899630466,159.304229465282
0.01,0.217836865476697,0.179066515920113,0.025,4.00670631641204,5.03246920784464,90.4063276996654,58,58,NA,0,FALSE,TRUE,6.78999999999996,258,200,6,"fit_glaze_osc_zeta_v4_one_amp",192.812655399331,193.247888559953
0.01,0.286061248902443,1.91406073825156,0.0617863420767422,1.65878551751425,5.00476940199898,131.9593853157,65,65,NA,0,FALSE,FALSE,7.50999999999976,259,200,6,"fit_glaze_osc_zeta_v4_one_amp",275.918770631401,276.354003792023
0.549129841647942,1.02442036729077,0.570299033035908,0.0881538497752907,3.57051945429234,4.98528812633647,73.2803096121395,59,59,NA,0,FALSE,FALSE,6.94000000000005,260,200,6,"fit_glaze_osc_zeta_v4_one_amp",158.560619224279,158.995852384901
0.0271598352117624,0.584102282660874,2.30867307525679,0.0419758366812938,1.65127453451426,5.01443445304021,117.621775947129,95,95,NA,0,FALSE,FALSE,11.1199999999999,261,200,6,"fit_glaze_osc_zeta_v4_one_amp",247.243551894259,247.678785054881
0.410907193336574,0.918577843215925,1.56968486906745,0.0350428810535137,2.8297807844149,5.01739643756551,97.9511528039044,58,58,NA,0,FALSE,FALSE,6.79999999999973,262,200,6,"fit_glaze_osc_zeta_v4_one_amp",207.902305607809,208.337538768431
