"trial","type","mean","error"
72,"Repulsion",-0.0636287842320352,0.00163017328478469
73,"Attraction",-0.0561427276033314,0.00165384720990276
73,"Repulsion",-0.0566650511883147,0.00161453818336966
74,"Attraction",-0.0478492635930566,0.00166921348076137
74,"Repulsion",-0.0511476113620292,0.00164895983643347
75,"Attraction",-0.0398323122770592,0.00167804557203175
75,"Repulsion",-0.0434479671060545,0.00166043933711386
76,"Attraction",-0.0312018257116276,0.00172355398549273
76,"Repulsion",-0.033781364641404,0.0017343197107506
77,"Attraction",-0.0236296823342532,0.00177198890361845
77,"Repulsion",-0.0234069176466882,0.00177163621320444
78,"Attraction",-0.0144073975790549,0.00176691910494267
78,"Repulsion",-0.0143354818558464,0.00178098969760546
79,"Attraction",-0.00483091454841514,0.00180129060557855
79,"Repulsion",-0.00532159940218934,0.00185902726980917
80,"Attraction",0.00567099147738801,0.00179160364892581
80,"Repulsion",0.00276730216361255,0.00177814761666482
81,"Attraction",0.0134788018465143,0.00175860569791957
81,"Repulsion",0.0146093565154424,0.00175043405677037
82,"Attraction",0.0213227382666434,0.00172717158486422
82,"Repulsion",0.0208233322073459,0.00168754342384558
83,"Attraction",0.0288067472473734,0.00170699296152154
83,"Repulsion",0.0274542946240913,0.00173361414558784
84,"Attraction",0.0321498316319026,0.00166172223506398
84,"Repulsion",0.0336829654908321,0.0017324336625654
85,"Attraction",0.0423171826962944,0.00166216090128368
85,"Repulsion",0.0405269410476748,0.00169561246427032
86,"Attraction",0.0471168782287989,0.00164393390168118
86,"Repulsion",0.0466591417223826,0.00158691518794756
87,"Attraction",0.0507966624959072,0.00157166301755072
87,"Repulsion",0.0490033201893026,0.00160633428721951
88,"Attraction",0.0548741175692874,0.00162448538265055
88,"Repulsion",0.0541252157024615,0.0016295118310502
89,"Attraction",0.0564254063515044,0.00161652307956055
89,"Repulsion",0.0572454387393053,0.00160075402921442
90,"Attraction",0.0593974677813358,0.0015726263237143
90,"Repulsion",0.0576643465481746,0.00164161607770142
91,"Attraction",0.0577380833580053,0.00159818903247575
91,"Repulsion",0.0571591804921348,0.00155512037966893
92,"Attraction",0.054476375944905,0.00162154785439843
92,"Repulsion",0.0582344397882448,0.00157477369109821
93,"Attraction",0.0521165937753818,0.00163055902213498
93,"Repulsion",0.055520152240434,0.00163542211657302
94,"Attraction",0.0504641844144783,0.0016745347021521
94,"Repulsion",0.0537415444912326,0.0016586206982453
95,"Attraction",0.047273568529882,0.00170390253932277
95,"Repulsion",0.0456614338131278,0.00170688985189477
96,"Attraction",0.0415602204179016,0.00172976143738611
96,"Repulsion",0.0432008069361855,0.00169764606571569
97,"Attraction",0.0352870200802977,0.001758625252228
97,"Repulsion",0.0354049375316102,0.00172417882837901
98,"Attraction",0.0290599970285922,0.00179690379293042
98,"Repulsion",0.0304370377829146,0.00171871072266601
99,"Attraction",0.023826589470453,0.00180768366242674
99,"Repulsion",0.0259405813036447,0.00180675015582461
100,"Attraction",0.0169084067794381,0.00185169992923277
100,"Repulsion",0.0178982150374469,0.00184347929033291
101,"Attraction",0.0114148549226785,0.00186308230428983
101,"Repulsion",0.0119865131207381,0.00179056714711788
102,"Attraction",0.00214344392653536,0.00182805159520802
102,"Repulsion",0.00397951836892132,0.00178176798536922
103,"Attraction",-0.00470881609079449,0.00182163200917667
103,"Repulsion",-0.00518819180849981,0.00177267629293275
104,"Attraction",-0.0108994302264173,0.00172125047516892
104,"Repulsion",-0.00958187691536621,0.00175556180946275
105,"Attraction",-0.0166901636860183,0.00173988461943052
105,"Repulsion",-0.0162273066268107,0.00174038281920586
106,"Attraction",-0.0226881762041569,0.0017254671491922
106,"Repulsion",-0.0211386988585003,0.00173112554105102
107,"Attraction",-0.0289068738413771,0.00170343456373561
107,"Repulsion",-0.0249895402665513,0.00173873706458402
108,"Attraction",-0.0341582267751796,0.00164963417392423
108,"Repulsion",-0.0316465803425154,0.00166475090294003
109,"Attraction",-0.0383116457964864,0.00160467075512971
109,"Repulsion",-0.0365558588527343,0.00166186607410861
110,"Attraction",-0.0424482293094107,0.00159412602240444
110,"Repulsion",-0.0384442356565749,0.00163450415973398
111,"Attraction",-0.0421953158326946,0.00153445562059463
111,"Repulsion",-0.0413675244018425,0.00159748440746465
112,"Attraction",-0.044661096144337,0.0016068585091073
112,"Repulsion",-0.0427307568927173,0.00155095584459798
113,"Attraction",-0.0442408259401137,0.00156269191474512
113,"Repulsion",-0.0438966081867909,0.00156502754651444
114,"Attraction",-0.0437492435639035,0.00152299817136721
114,"Repulsion",-0.0445337910280654,0.00155164554564301
115,"Attraction",-0.0439950025739536,0.00155825307848442
115,"Repulsion",-0.041405441970621,0.00162473594459622
116,"Attraction",-0.0417634545047668,0.00159525284623906
116,"Repulsion",-0.0412674441028922,0.00161089956281324
117,"Attraction",-0.0387234536663527,0.00169690859763418
117,"Repulsion",-0.0391939820091392,0.00166639969542213
118,"Attraction",-0.0352773474312493,0.0017254583462098
118,"Repulsion",-0.0340216153949245,0.00176509685964436
119,"Attraction",-0.03297948948175,0.001696990819811
119,"Repulsion",-0.0306331139004432,0.00170608477570834
120,"Attraction",-0.0248204079323178,0.00174239133839106
120,"Repulsion",-0.0277357890293036,0.00172325592673296
121,"Attraction",-0.0200944005811982,0.00177049103404895
121,"Repulsion",-0.0228061767067607,0.00166567046707856
122,"Attraction",-0.0167365729223414,0.0017341316001755
122,"Repulsion",-0.0184147495497745,0.00172984700764882
123,"Attraction",-0.0100882686018924,0.00180259322031556
123,"Repulsion",-0.0116879312701946,0.00178962935866225
124,"Attraction",-0.00566784512510127,0.00185979561501461
124,"Repulsion",-0.00580695928900592,0.00170654922733192
125,"Attraction",-0.0011967580391653,0.00177623658348421
125,"Repulsion",2.2363220999142e-05,0.00179832345357678
126,"Attraction",0.00367324766962624,0.00176450661148161
126,"Repulsion",0.00264696391347006,0.00178516019175847
127,"Attraction",0.0105165101863629,0.00179000798507453
127,"Repulsion",0.00857243957127403,0.00175240601635938
128,"Attraction",0.0156997704806361,0.0017718684601014
128,"Repulsion",0.0156958003250132,0.0017477121093137
129,"Attraction",0.0186659536155878,0.00175302372119632
129,"Repulsion",0.0182294575969952,0.0017261648742164
130,"Attraction",0.0221156333589972,0.00172438951309504
130,"Repulsion",0.0226597134296651,0.00170024182926862
131,"Attraction",0.0279994338796259,0.00167989178724868
131,"Repulsion",0.025798117081199,0.00165473717268779
132,"Attraction",0.0295831042869369,0.00162619737118013
132,"Repulsion",0.0292843875333075,0.00164618659613603
133,"Attraction",0.0326858143608168,0.00161122238886991
133,"Repulsion",0.0316331312382121,0.00161179700535548
134,"Attraction",0.0326354654541176,0.00163095931022804
134,"Repulsion",0.0312830068893763,0.00164896336198528
135,"Attraction",0.033393180698035,0.00162254833883406
135,"Repulsion",0.0340656744957324,0.00157004087842705
136,"Attraction",0.0360524948326546,0.00158998137898142
136,"Repulsion",0.0351952603208869,0.00159204861083473
137,"Attraction",0.0322442395389274,0.00161565803380613
137,"Repulsion",0.0352885347498204,0.00162814811558734
138,"Attraction",0.0314418163195301,0.00168478154824996
138,"Repulsion",0.0329211127467183,0.00165244658106259
139,"Attraction",0.0314556939749182,0.00163876073693165
139,"Repulsion",0.0309756824286994,0.00159605965513223
140,"Attraction",0.0283289533905848,0.00165820664223721
140,"Repulsion",0.0274780949490561,0.00164745434275951
141,"Attraction",0.0260661913116983,0.00171270701424327
141,"Repulsion",0.0269890178914594,0.00166456662857871
142,"Attraction",0.0236135489938042,0.00174309442842686
142,"Repulsion",0.0225686002969088,0.00172568642800967
143,"Attraction",0.0207907330468614,0.00171412427729183
143,"Repulsion",0.0226858620778608,0.00166232828643464
144,"Attraction",0.0171641609929922,0.00174902184865951
144,"Repulsion",0.0178999698791891,0.00177336347049893
145,"Attraction",0.0105607586061066,0.00172574355155138
145,"Repulsion",0.0109343081950046,0.00172952675546909
146,"Attraction",0.00824497241538122,0.00175051308539664
146,"Repulsion",0.00688488755552149,0.00175921357764802
147,"Attraction",0.00347495736561969,0.00179013251730994
147,"Repulsion",0.00313686386406242,0.00175763141825776
148,"Attraction",1.85970961421287e-05,0.00175982378102155
148,"Repulsion",6.20151978692572e-04,0.00169769287519404
149,"Attraction",-0.00723777094875196,0.00177055723637578
149,"Repulsion",-0.00517092391596212,0.00171766722532621
150,"Attraction",-0.00888631122103549,0.00169627140897066
150,"Repulsion",-0.00853357542288095,0.00170071319135384
151,"Attraction",-0.0123855976961395,0.00172531594570772
151,"Repulsion",-0.0112140414616611,0.00169941853776066
152,"Attraction",-0.0175079894836798,0.00161386671934548
152,"Repulsion",-0.0169314863878079,0.00169909052348239
153,"Attraction",-0.0188023555506895,0.00163619431627461
153,"Repulsion",-0.0192931436106487,0.00162051480989264
154,"Attraction",-0.021586622752015,0.00162562817812879
154,"Repulsion",-0.0209520586194127,0.00167922602836235
155,"Attraction",-0.0222298387112872,0.00163604922025248
155,"Repulsion",-0.0237505157010492,0.00162751910299497
156,"Attraction",-0.0232908025343104,0.00162443423132392
156,"Repulsion",-0.0250024009826329,0.00156451666927713
157,"Attraction",-0.0240594759595383,0.00159048359845737
157,"Repulsion",-0.0248522811925945,0.0016220333239661
158,"Attraction",-0.0253593250567242,0.00159906213598537
158,"Repulsion",-0.0270944576295144,0.00158144294250672
159,"Attraction",-0.0247595038906212,0.00149788353474746
159,"Repulsion",-0.0279578486717251,0.0015675885988331
160,"Attraction",-0.0249361252614049,0.00162587851324103
160,"Repulsion",-0.0265874659935937,0.0016129384943912
161,"Attraction",-0.0258402183759477,0.00155164558175583
161,"Repulsion",-0.0264424184802774,0.0016414503087338
162,"Attraction",-0.0230949584135676,0.00161171553986381
162,"Repulsion",-0.0258303172611791,0.00154306010150879
163,"Attraction",-0.0213764419173507,0.00165492549906312
163,"Repulsion",-0.0219968110730401,0.00163781686356091
164,"Attraction",-0.0193683009525653,0.00160049537709483
164,"Repulsion",-0.0200958068157037,0.00168686700595927
165,"Attraction",-0.0162116634011782,0.00166956740605234
165,"Repulsion",-0.0180441882593884,0.00166739498789203
166,"Attraction",-0.0145929936284099,0.00169305088637153
166,"Repulsion",-0.0143626977409125,0.00167978845337636
167,"Attraction",-0.0100021941138755,0.00170145858561546
167,"Repulsion",-0.0117736192879148,0.00170306298793897
168,"Attraction",-0.00759625319647145,0.00170540263447615
168,"Repulsion",-0.00943625282551639,0.00171991155254254
169,"Attraction",-0.00457466906157744,0.00166844082316449
169,"Repulsion",-0.00377438610492281,0.0017063349438896
170,"Attraction",-9.15977901705646e-04,0.0017069526397608
170,"Repulsion",-7.2284447717186e-04,0.00174059474269116
171,"Attraction",0.00334154419455292,0.00170468806964919
171,"Repulsion",0.00276304077360191,0.00172984304592575
172,"Attraction",0.00629156389241739,0.00173936694577775
172,"Repulsion",0.00491593087473767,0.00172816410207468
173,"Attraction",0.0102863926649014,0.0016598951911668
173,"Repulsion",0.00748968520724093,0.00164885952989033
174,"Attraction",0.0103880620735813,0.00160076185417501
174,"Repulsion",0.0118383015713353,0.00166976089794159
175,"Attraction",0.0127069039908983,0.00162510967821027
175,"Repulsion",0.013554655790649,0.00168708610997365
176,"Attraction",0.0152298278915588,0.00166372178024264
176,"Repulsion",0.015166565905947,0.00164848886216252
177,"Attraction",0.0188298564233223,0.00155119769535876
177,"Repulsion",0.0178642889403227,0.00162251693084941
178,"Attraction",0.018058363162129,0.00158522672296739
178,"Repulsion",0.0195967216288054,0.00165651807815187
179,"Attraction",0.0195687100275593,0.00151813999073497
179,"Repulsion",0.0193598653950681,0.00165358994757136
180,"Attraction",0.0217928648485271,0.00157476725052223
180,"Repulsion",0.0200527983216564,0.00161785974759277
181,"Attraction",0.0200194654944856,0.00160043037593596
181,"Repulsion",0.0202473837067577,0.00159149088454321
182,"Attraction",0.0202129406888361,0.00152423112424969
182,"Repulsion",0.021441806374717,0.00162160317479492
183,"Attraction",0.0190804383500376,0.00157897855758788
183,"Repulsion",0.0179201499883046,0.00161606076974873
184,"Attraction",0.0177033686849776,0.00158995243364704
184,"Repulsion",0.0172735466366388,0.00162485360605046
185,"Attraction",0.0171356958972862,0.00156811581564741
185,"Repulsion",0.0184006363254282,0.00161370348416144
186,"Attraction",0.0168068113955543,0.00158057747502698
186,"Repulsion",0.015728400772632,0.0016057244716178
187,"Attraction",0.014938299179495,0.00163889783508669
187,"Repulsion",0.0136725085739959,0.00164612865065868
188,"Attraction",0.0129401161324021,0.0015766200315843
188,"Repulsion",0.0129880269861879,0.00160635012408555
189,"Attraction",0.00832682395591025,0.00164063931045442
189,"Repulsion",0.0100662307179067,0.001645154430927
190,"Attraction",0.00504617614726905,0.00167803956000818
190,"Repulsion",0.00622386195257792,0.00158684095961997
191,"Attraction",0.00492376202219463,0.00168930600249302
191,"Repulsion",0.00428051652411637,0.00159950078203291
192,"Attraction",9.87683817337761e-04,0.00168624980660619
192,"Repulsion",8.95113951831528e-04,0.00162303411440951
193,"Attraction",-9.80757756227317e-04,0.0016289828359129
193,"Repulsion",-0.00143880891679125,0.00162174107325302
194,"Attraction",-0.00307102216490065,0.00165312961164126
194,"Repulsion",-0.00377672065368289,0.00154136097323071
195,"Attraction",-0.00602437632780332,0.00164605260760836
195,"Repulsion",-0.00497125571828474,0.00164729626554129
196,"Attraction",-0.00794372885834379,0.00161203620966519
196,"Repulsion",-0.00655645596664099,0.00161095120299093
197,"Attraction",-0.00751844886793156,0.00163134880818133
197,"Repulsion",-0.00949740550993925,0.00154841163214696
198,"Attraction",-0.0102609153898157,0.00159451263533747
198,"Repulsion",-0.0108753854193221,0.001605408815166
199,"Attraction",-0.0142755936117191,0.0015001278638124
199,"Repulsion",-0.0145286676756198,0.0015618661661299
200,"Attraction",-0.0143216675157271,0.00152654561242082
200,"Repulsion",-0.014210541238403,0.00154023984001744
201,"Attraction",-0.0153349899178058,0.00151808015473947
201,"Repulsion",-0.0158276212113764,0.00155828664182562
202,"Attraction",-0.014272861752993,0.00151372328302957
202,"Repulsion",-0.0162804541975067,0.00156686002215138
203,"Attraction",-0.0150386139571303,0.00151086864448219
203,"Repulsion",-0.0175507641328622,0.00154687915054201
204,"Attraction",-0.0145303102494761,0.0014808642255617
204,"Repulsion",-0.0160177466559524,0.00153597612570266
205,"Attraction",-0.014140724129585,0.00142772721576742
205,"Repulsion",-0.0165605841082927,0.00152317636452025
206,"Attraction",-0.0133923067311945,0.00144318867622198
206,"Repulsion",-0.0144769651172363,0.00158568980339912
207,"Attraction",-0.0150669421453881,0.00152544104028619
207,"Repulsion",-0.0147206945153366,0.00152188850055798
208,"Attraction",-0.011563065061836,0.00155447818855115
208,"Repulsion",-0.0109650320397095,0.00153648998402146
209,"Attraction",-0.010938266216909,0.00152442238879024
209,"Repulsion",-0.0101887968050368,0.0015646062417158
210,"Attraction",-0.0112655687480695,0.00159345433296909
210,"Repulsion",-0.00965654743682816,0.00155313206020248
211,"Attraction",-0.00990256446600056,0.00156773643570078
211,"Repulsion",-0.00812345039542952,0.0015327433317555
212,"Attraction",-0.00585740213492725,0.00158502012021062
212,"Repulsion",-0.00701910516766754,0.0014826334025374
213,"Attraction",-0.00388140562662978,0.00155758175839871
213,"Repulsion",-0.0055537019490591,0.00154694887839054
214,"Attraction",-0.00307933257602374,0.00164721815984944
214,"Repulsion",-2.44853298356734e-05,0.00151031699434464
215,"Attraction",-5.93717484219205e-04,0.00159216295995906
215,"Repulsion",-4.56780892767534e-04,0.00149371812776419
216,"Attraction",7.00381134825517e-04,0.00161619433257059
216,"Repulsion",0.00125039762083326,0.00154881635538519
217,"Attraction",0.00222125558611396,0.0015886336414175
217,"Repulsion",0.00355822031068808,0.00152245351953325
218,"Attraction",0.00479826175600446,0.00157847623831595
218,"Repulsion",0.00362575308324019,0.00154669916318735
219,"Attraction",0.00582892933389429,0.00158857371004774
219,"Repulsion",0.00662183294580261,0.00151830321938297
220,"Attraction",0.00786188332057047,0.00149667286741672
220,"Repulsion",0.00870907736835224,0.00157756092569319
221,"Attraction",0.00706423946758762,0.0015140027224209
221,"Repulsion",0.00941954572407033,0.00153125973409625
222,"Attraction",0.00946281092662871,0.00145906835225421
222,"Repulsion",0.00971579186081019,0.001523160175576
223,"Attraction",0.00891978986485326,0.00151410051890164
223,"Repulsion",0.0109583701697283,0.00152120379979243
224,"Attraction",0.010303498954433,0.00145553136839667
224,"Repulsion",0.0111503899766943,0.00149014674578042
225,"Attraction",0.0103423341143713,0.00140340599321169
225,"Repulsion",0.012431975878586,0.0014836037260491
226,"Attraction",0.011873927279148,0.00144755019753393
226,"Repulsion",0.010033591086775,0.00146947391247042
227,"Attraction",0.0117859271911072,0.00141260421957747
227,"Repulsion",0.0110754412293854,0.00146022882693594
228,"Attraction",0.00958025296871265,0.00141201957274755
228,"Repulsion",0.00953046079955424,0.00146833979725127
229,"Attraction",0.00915022270002887,0.00142137743045466
229,"Repulsion",0.0106945573284374,0.00147836282355324
230,"Attraction",0.00896777942901902,0.00145311102923285
230,"Repulsion",0.0101449664911297,0.00143178637544197
231,"Attraction",0.00705904586317613,0.00143906509548111
231,"Repulsion",0.0086378163339603,0.00142279945265454
232,"Attraction",0.00681521484781292,0.0014585515574835
232,"Repulsion",0.00707550748999111,0.00145551511912884
233,"Attraction",0.00516043518397917,0.00145566641313027
233,"Repulsion",0.00581830441130569,0.00146595068045873
234,"Attraction",0.00585490649233945,0.00150138580679201
234,"Repulsion",0.00425414421434433,0.00147459773016109
235,"Attraction",0.00401176904079446,0.00143410870622078
235,"Repulsion",0.00321966532339304,0.00146396007036638
236,"Attraction",0.00290008426591591,0.0014416775360406
236,"Repulsion",0.00134126591971746,0.00146950261784782
237,"Attraction",0.0019787365904376,0.00148027387239054
237,"Repulsion",1.07923309961613e-04,0.0014948242805782
238,"Attraction",-5.83241974745711e-04,0.00145027903684273
238,"Repulsion",2.11682132392228e-04,0.00146556341409907
239,"Attraction",4.26001254671998e-04,0.0014898139332698
239,"Repulsion",-0.00202842018276422,0.00144180275093344
240,"Attraction",-0.00201670166824442,0.00147165173448842
240,"Repulsion",-0.0028395869382465,0.00145194539264953
241,"Attraction",-0.00271009680750484,0.00144123846032614
241,"Repulsion",-0.0036462260077951,0.00142488332813913
242,"Attraction",-0.00503426175193948,0.00144956760811515
242,"Repulsion",-0.00586333525974172,0.00144069944641968
243,"Attraction",-0.00541239728663201,0.00142107370563155
243,"Repulsion",-0.00632192521325258,0.00144874533940129
244,"Attraction",-0.00571881544990599,0.00144122869288385
244,"Repulsion",-0.00616708252891777,0.00143396356604877
245,"Attraction",-0.00672257405236435,0.00143813544105595
245,"Repulsion",-0.00681202838437668,0.00143203690587847
246,"Attraction",-0.00580916980039135,0.00141284424269822
246,"Repulsion",-0.00771064742695791,0.00140469840739987
247,"Attraction",-0.00774514510792019,0.00140077714857529
247,"Repulsion",-0.00996294131292535,0.00145368707370612
248,"Attraction",-0.00762788415083648,0.00136871836867751
248,"Repulsion",-0.00911128060189424,0.001410605987918
249,"Attraction",-0.00860694809759758,0.00133070623459152
249,"Repulsion",-0.0083858674790091,0.00141929058354121
250,"Attraction",-0.00795301995283973,0.00137252371299344
250,"Repulsion",-0.00757856136952681,0.00138051823076825
251,"Attraction",-0.00522483539036389,0.00135471474482966
251,"Repulsion",-0.00723948813107185,0.0014184482737031
252,"Attraction",-0.00659940081845505,0.00139810579015123
252,"Repulsion",-0.00581742882718013,0.00139799566789595
253,"Attraction",-0.00752899946554638,0.00138176340878222
253,"Repulsion",-0.00689218621729897,0.00140520263214729
254,"Attraction",-0.00578582504504467,0.00134066260542091
254,"Repulsion",-0.00496892339774296,0.00134951249735847
255,"Attraction",-0.00362679185327151,0.00135275346931667
255,"Repulsion",-0.00528385012947291,0.00136707910459922
256,"Attraction",-0.00437190829869072,0.00135110581360228
256,"Repulsion",-0.0032274057360722,0.00136536632190019
257,"Attraction",-0.00337959162936954,0.00133321220146837
257,"Repulsion",-0.00248876547373388,0.00135939049302966
258,"Attraction",-0.00295099893762621,0.00136240335115161
258,"Repulsion",-0.00278283715538135,0.00134749478438845
259,"Attraction",-0.00191183568272002,0.00139967040486207
259,"Repulsion",-8.83715392915095e-04,0.0013979371324785
