"trial","bias_level","mean","error"
40,90,-7.60073095413502e-04,0.00236836934382213
41,60,0.00192020402552665,0.00248832527111377
41,70,8.6158994485577e-05,0.00234189632246498
41,80,-7.53356021243261e-04,0.00250324713435604
41,90,0.00108587309062686,0.00237933729714546
42,60,-9.54265448647818e-04,0.0024306937058286
42,70,7.25092074454539e-04,0.00241090547734765
42,80,-0.00422563560764166,0.00230482448758503
42,90,-0.00294748692742259,0.00235626580427468
43,60,0.00233228814380256,0.00234303901588937
43,70,-0.0039078687497012,0.00241316556608055
43,80,9.42085845837429e-04,0.0024264629710131
43,90,6.40925472273126e-04,0.00236477165927243
44,60,-0.00108575026647548,0.00235476962437858
44,70,0.00152974992828126,0.00229666673488619
44,80,-0.00393461890966789,0.00228140267809389
44,90,0.00404089538519715,0.0022970323753935
45,60,0.00159223489889667,0.0023347517940987
45,70,5.11085999535756e-04,0.00239874887376552
45,80,0.00135104273240627,0.00236721140281783
45,90,5.59207496117379e-04,0.00221037228000249
46,60,-0.00470147848017723,0.0023486713467645
46,70,0.00111251246033878,0.00231684739883747
46,80,0.00406210805440968,0.00230351263868981
46,90,0.0012729718387488,0.00224607810336067
47,60,-5.40268722634183e-04,0.00242899214343562
47,70,4.20874184781956e-04,0.00231834935465026
47,80,0.00163013739895755,0.00231497382028533
47,90,3.5215942182834e-04,0.00218355624222723
48,60,0.0038754509140917,0.0023663985907147
48,70,0.00162403978013419,0.00221463609418847
48,80,0.00111771686350211,0.00227280690172158
48,90,9.04637531806426e-04,0.00223290215370763
49,60,0.00169313731029604,0.00226415207007219
49,70,-7.39993901095679e-04,0.00232339790126544
49,80,0.00537277584276305,0.00231555500309267
49,90,-0.00166196804945478,0.00218013096317126
50,60,-9.57744749060162e-04,0.00223024004944186
50,70,-0.0028115425526777,0.00221980499088029
50,80,-0.00393258652302374,0.0021864725906545
50,90,5.27395109732106e-04,0.00217222707436144
51,60,-0.00519850023084996,0.0022242908945684
51,70,0.00281455371569834,0.00235249524629265
51,80,0.00187152306172385,0.00234916156407821
51,90,0.00163243820852317,0.00215528445296962
52,60,0.00140551749563406,0.00211923225496508
52,70,-4.45631258777795e-04,0.00222603505597619
52,80,-0.00369501424921817,0.0022737027215876
52,90,0.00156334922743515,0.00217471568345259
53,60,-4.90888395928502e-04,0.00221330208233949
53,70,0.0017540685210023,0.0021647811247852
53,80,1.67141241781273e-04,0.00218580118332436
53,90,-0.0014732541759635,0.00207239699467102
54,60,-5.35277078005552e-04,0.0022141323211794
54,70,8.85402023637988e-04,0.00213083662372671
54,80,0.00188532579028966,0.00216446592774047
54,90,-0.00133607637656201,0.00206073925564961
55,60,-4.34824335475e-04,0.00222030013824008
55,70,5.79711598751199e-04,0.00212674894398713
55,80,-5.81219388655437e-04,0.00212924168497018
55,90,-0.00506809288155937,0.00190678460510401
56,60,-0.00332856664886504,0.00207874151838342
56,70,-4.5414833038421e-04,0.0021236352710829
56,80,-0.00227428829344606,0.0020580661296132
56,90,0.00131281607264738,0.00202836810755017
57,60,-0.00186698241156429,0.00208129896656727
57,70,9.95970959250332e-04,0.00218029940172869
57,80,-0.00429125462050938,0.00206335637408968
57,90,0.00165838201187146,0.00198514974122121
58,60,6.7624006119935e-04,0.00200563955513067
58,70,0.00536967595851274,0.00201504206509485
58,80,0.00265350173282694,0.00209475672399937
58,90,-0.00287710418765935,0.00189227257652717
59,60,8.59103513658135e-04,0.00199955837686514
59,70,-0.00215645314066072,0.00206390381045934
59,80,0.00370018502675072,0.00195273433121845
59,90,-9.16952285507232e-05,0.00201654497649107
60,60,-4.68562481341029e-04,0.00195741433337778
60,70,-3.89828301447232e-04,0.00195501044389466
60,80,0.00222101246847158,0.0018663531576775
60,90,0.001027404974049,0.00184298579345596
61,60,7.51811989450463e-04,0.00205963097826302
61,70,-0.00208968412935062,0.00198206362595008
61,80,-0.00144749443475995,0.00196617914274614
61,90,-0.00411883885071794,0.00182295938522492
62,60,-3.04387391811056e-04,0.00203097356582146
62,70,-7.69678593235579e-04,0.00191516331100674
62,80,0.00337926731050903,0.00198071101587003
62,90,2.53490977934312e-04,0.00190249862833278
63,60,-0.00340585683549282,0.00191481890875245
63,70,0.00261665640345661,0.00193036674747365
63,80,-0.00136605832362435,0.00187115370671415
63,90,0.00221302973482855,0.00192506610772709
64,60,0.00183499340598893,0.00192052850236063
64,70,0.001789661300427,0.0019355810211477
64,80,-4.44944175597658e-04,0.00195123371683481
64,90,0.00315840667705247,0.0018679156241914
65,60,0.0021092680712774,0.00186598675367569
65,70,-7.15817566579996e-04,0.00189138383203359
65,80,0.00207980123296352,0.00187872362338271
65,90,0.00222748858408602,0.00190389595545706
66,60,-0.00341320339026022,0.00178442308363171
66,70,5.32078468361649e-04,0.00187916556591707
66,80,3.07578870614269e-04,0.00182310353207397
66,90,0.00101435247088509,0.00176026330587156
67,60,-2.43551063511217e-04,0.00182633024357462
67,70,-1.32738613928809e-04,0.00184694126145802
67,80,0.001652309553819,0.00179537203838293
67,90,2.62880510520185e-04,0.00173146696103737
68,60,5.49282287519997e-04,0.0018439352228973
68,70,-0.00144761608846795,0.00175146895580223
68,80,-0.00289890808717277,0.00168432208036187
68,90,-0.00120536562574041,0.00169068676948665
69,60,0.00202290205286986,0.00178156458326976
69,70,-7.64445836054604e-04,0.00177128715994355
69,80,-9.20725997042501e-04,0.00171844649205526
69,90,0.00333831317689128,0.00177635714961638
70,60,-0.00162742856353645,0.00180267345307807
70,70,8.77329819407251e-04,0.00171589614314271
70,80,-0.00309012038491382,0.00166515312320237
70,90,1.52936839718834e-04,0.00162540712190793
71,60,-0.00166954283587217,0.00165147835780638
71,70,-0.00167971125456392,0.00165197277685383
71,80,-0.00204626579002245,0.00167188683669287
71,90,6.67944194567385e-04,0.00160840770301088
72,60,-0.00337363477059943,0.00165897857342151
72,70,0.00221305865944873,0.00168359995716041
72,80,8.01007426884544e-04,0.00161057448069988
72,90,4.95018475245263e-04,0.00162788392932528
73,60,-5.59551676834557e-04,0.00164638418789615
73,70,-0.00389505038461128,0.00167543620464839
73,80,-0.00246182607648325,0.00157143182365744
73,90,0.00146285545241476,0.00158752766202856
74,60,0.00122333911164651,0.0016163901790663
74,70,-3.558969754435e-04,0.00158481563639405
74,80,-8.56725781783709e-04,0.00159215678494756
74,90,4.49882962915933e-04,0.00155408997915493
75,60,-0.00122983418848737,0.00160534705915532
75,70,-6.87535963722862e-04,0.00158316279957669
75,80,-0.00283779904325979,0.00151976167963632
75,90,1.73693741080854e-04,0.00147683068999118
76,60,0.0021164485196122,0.00160804090092191
76,70,0.00276864090469867,0.00157745404786775
76,80,-9.33276374023494e-04,0.00150569748177536
76,90,-9.6954663775907e-04,0.00153008300661028
77,60,-7.83870625442229e-04,0.0015221335086525
77,70,8.54007967156199e-04,0.00151919850878186
77,80,6.55958237727902e-04,0.00156251963410335
77,90,-0.0021248764476921,0.0014060286747518
78,60,-0.00181998325131072,0.00149550804036372
78,70,2.19970004543106e-04,0.00150394922431166
78,80,0.0010687031165771,0.00147301824881916
78,90,-0.00141634346777377,0.00137916160765707
79,60,1.77630986134388e-04,0.00142570685704441
79,70,-0.00240233807624511,0.00143160415047929
79,80,-0.00140151097516535,0.00141883601006327
79,90,-0.00219971935273685,0.0013352885140131
80,60,0.00183648394397678,0.00141971390022844
80,70,9.67943043038536e-04,0.0014046330948177
80,80,-0.00266361550346352,0.00141104378890247
80,90,9.69796898290929e-04,0.001381643727653
81,60,-2.35726217579373e-04,0.00136753898696739
81,70,4.50462668981239e-04,0.00136206121282321
81,80,3.46738392984347e-06,0.00136181661090377
81,90,-3.34727698949204e-04,0.00133274781536229
82,60,2.72170065041321e-04,0.0013550387340106
82,70,9.97239424195165e-04,0.00130667145284128
82,80,-9.60066958989624e-04,0.00130716470270109
82,90,-0.00205273526094417,0.00118091057525853
83,60,2.88993992638677e-04,0.0012890812548235
83,70,-9.92523844436763e-04,0.00129650799392638
83,80,-0.00233337388452574,0.00126990256868497
83,90,-7.42923595600126e-04,0.00135483348732497
84,60,-0.00279734038130326,0.00125879634402509
84,70,6.15976872226195e-05,0.00123294556842823
84,80,-0.0013883010854012,0.00122204959810483
84,90,2.89548013958956e-04,0.00119328045859725
85,60,-8.62304902972858e-04,0.0012378690046366
85,70,-0.00160668616307895,0.00123194916531345
85,80,0.00202583254602424,0.0012417630385318
85,90,7.24149295401666e-04,0.0012158981077114
86,60,-0.00205609178401387,0.00117868442128958
86,70,0.00107742517477152,0.00116302925806326
86,80,0.00226231214194505,0.00122232064966445
86,90,5.0041461233971e-04,0.00113280286757064
87,60,3.75702741655473e-04,0.0011477542824318
87,70,3.56095557013593e-04,0.0011237923781963
87,80,5.2571841417594e-04,0.00116050558884334
87,90,-3.8249066369095e-05,0.00105088575235925
88,60,-1.85789689357176e-04,0.00110687528439577
88,70,-1.84405679235479e-04,0.00112371931257128
88,80,-7.02397575646287e-04,0.00109204754849467
88,90,4.39554574295605e-04,0.00103367072457734
89,60,-0.00130075065554334,0.00104625224842548
89,70,-2.08660472001988e-04,0.00103302365697715
89,80,0.00111974548558836,0.00109700238824599
89,90,-1.42351128732398e-04,0.00100333629542124
90,60,9.21527251679786e-04,0.00103670172899557
90,70,3.76015149085611e-04,9.87261486877028e-04
90,80,-2.64067057584246e-04,9.83070259028406e-04
90,90,-8.92791529463776e-04,8.62525407763453e-04
91,60,-2.30666455285346e-04,9.9702517699808e-04
91,70,-7.49395685386565e-04,9.25729821050951e-04
91,80,8.10013348593114e-04,9.26942368785077e-04
91,90,-9.14811403374374e-04,8.42557675788793e-04
92,60,8.98707865066753e-04,8.95235463995274e-04
92,70,-2.1507860607601e-04,8.90978138320572e-04
92,80,-8.53251151434523e-04,8.6306304601395e-04
92,90,-8.52881145903646e-04,7.97468071907111e-04
93,60,-6.1004037394643e-05,8.46241971925053e-04
93,70,5.57509984188278e-04,8.58186717172004e-04
93,80,8.57164679279946e-04,8.37674910741382e-04
93,90,6.31659534776258e-04,7.78848234841775e-04
94,60,-3.90614045587619e-04,7.78103921977103e-04
94,70,5.5901413278947e-04,7.67917822292607e-04
94,80,0.00102104170433622,7.82150946507697e-04
94,90,-2.72193904743132e-04,6.91642906215297e-04
95,60,-0.00101603737937609,7.08074735291358e-04
95,70,2.89759795106216e-04,6.75678968146932e-04
95,80,-3.04931209368991e-04,6.95116612189846e-04
95,90,5.38920705048088e-04,6.47963761073628e-04
96,60,1.82724808554138e-04,6.37516465958773e-04
96,70,-7.13473738984664e-04,6.18383807787438e-04
96,80,4.23824422292957e-04,6.22963273300679e-04
96,90,-8.40386308260303e-05,5.65057365260314e-04
97,60,-1.93557410497267e-04,5.36804654871352e-04
97,70,-2.59951373396324e-04,5.48388690008522e-04
97,80,-7.24373619725433e-04,5.17925382630044e-04
97,90,2.98686314367888e-04,5.08749891113182e-04
98,60,-6.17327506582383e-04,4.56457086843868e-04
98,70,-5.53147898982726e-04,4.38571090228644e-04
98,80,-7.13992733393476e-04,4.1637959247864e-04
98,90,6.07414483759074e-04,5.3175986054467e-04
99,60,-9.9795441195657e-05,3.20311495477607e-04
99,70,1.04750001057939e-05,3.25041867998743e-04
99,80,1.78708429889993e-04,3.05706666308992e-04
99,90,-3.15396037159253e-05,3.28842226697261e-04
