"p1","p2","p3","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","subject_id","trial_n","free_param","type","AIC","cAIC"
0.416011335878717,0.465460078895425,5.29709308672907,1858.30831835716,15,15,NA,0,TRUE,FALSE,21.7,238,3500,3,"fit_glaze_osc_zeta_v4_no_amp",3722.61663671432,3722.62350170288
0.563420674556842,0.65845184271742,3.6261713807048,1991.11810683052,19,19,NA,0,TRUE,FALSE,32.94,239,3679,3,"fit_glaze_osc_zeta_v4_no_amp",3988.23621366104,3988.24274427328
0.548545913070651,0.505216666109509,4.91360731852484,1879.12151032294,18,18,NA,0,TRUE,FALSE,30.88,240,3531,3,"fit_glaze_osc_zeta_v4_no_amp",3764.24302064588,3764.24982529573
0.556316080765399,0.543065301083946,4.73306990343613,1861.20903219492,21,21,NA,0,TRUE,FALSE,33.43,241,3563,3,"fit_glaze_osc_zeta_v4_no_amp",3728.41806438985,3728.42480785711
0.504719444536219,0.522515752148373,5.02719978142458,1790.98127656591,12,12,NA,0,TRUE,FALSE,18.5,242,3467,3,"fit_glaze_osc_zeta_v4_no_amp",3587.96255313181,3587.96948353897
0.4581382677264,0.523696558285835,4.94728219839891,1807.61531142673,13,13,NA,0,TRUE,FALSE,19.67,243,3479,3,"fit_glaze_osc_zeta_v4_no_amp",3621.23062285346,3621.23752932828
0.512527550509417,0.564992575819827,4.59911363907844,1784.13909782665,18,18,NA,0,TRUE,FALSE,28.2,244,3434,3,"fit_glaze_osc_zeta_v4_no_amp",3574.27819565331,3574.28519273786
0.518682000250702,0.570322131681615,4.6718391041768,1800.55531578659,20,20,NA,0,TRUE,FALSE,32.6900000000001,245,3516,3,"fit_glaze_osc_zeta_v4_no_amp",3607.11063157317,3607.11746528616
0.510538835683046,0.577403256789544,4.44920034489889,1883.3532192691,20,20,NA,0,TRUE,FALSE,32.28,246,3603,3,"fit_glaze_osc_zeta_v4_no_amp",3772.7064385382,3772.71310705723
0.471180803789473,0.47540928893943,5.21121098139575,1887.5724504153,15,15,NA,0,TRUE,FALSE,23.5799999999999,247,3545,3,"fit_glaze_osc_zeta_v4_no_amp",3781.1449008306,3781.151678577
0.514996553843051,0.534849651253411,4.93227947676835,1804.37294158611,17,17,NA,0,TRUE,FALSE,26.2199999999999,248,3503,3,"fit_glaze_osc_zeta_v4_no_amp",3614.74588317223,3614.75274227483
0.499418553637975,0.771427672409736,3.31647142859222,1889.4430755228,20,20,NA,0,TRUE,FALSE,31.91,249,3606,3,"fit_glaze_osc_zeta_v4_no_amp",3784.88615104561,3784.89281401063
0.0863959566331052,0.164419956907946,5.00560291463609,128.808640823284,14,14,NA,0,TRUE,FALSE,0.950000000000045,250,200,3,"fit_glaze_osc_zeta_v4_no_amp",263.617281646569,263.739730626161
0.486294438512783,0.788414087485813,4.93800513157684,75.3244719314848,17,17,NA,0,TRUE,FALSE,1.09999999999991,251,200,3,"fit_glaze_osc_zeta_v4_no_amp",156.64894386297,156.771392842561
0.3637620983182,0.513675727162146,5.20521362804679,100.985086586967,16,16,NA,0,TRUE,TRUE,1.2399999999999,252,200,3,"fit_glaze_osc_zeta_v4_no_amp",207.970173173934,208.092622153525
0.0208706983714215,0.0711649352816039,5.00304944112685,131.922463484406,25,25,NA,0,FALSE,FALSE,2.19000000000005,253,200,3,"fit_glaze_osc_zeta_v4_no_amp",269.844926968812,269.967375948404
0.01,0.083783438449528,5.00611934590104,123.673986380679,8,8,NA,0,FALSE,TRUE,0.529999999999973,254,200,3,"fit_glaze_osc_zeta_v4_no_amp",253.347972761359,253.470421740951
0.44359811948689,0.269506121427513,4.79724156390878,128.690708322709,18,18,NA,0,TRUE,FALSE,1.17999999999995,255,200,3,"fit_glaze_osc_zeta_v4_no_amp",263.381416645419,263.503865625011
0.376662603459259,0.448109761139803,4.96573760276859,110.750314172008,19,19,NA,0,TRUE,FALSE,1.43999999999994,256,200,3,"fit_glaze_osc_zeta_v4_no_amp",227.500628344016,227.623077323608
0.559885936947906,0.808975405166524,4.85937523049686,74.7209942402991,16,16,NA,0,TRUE,FALSE,1.25,257,200,3,"fit_glaze_osc_zeta_v4_no_amp",155.441988480598,155.56443746019
0.01,0.131269256621173,5.02244909165707,94.9725420573246,16,16,NA,0,FALSE,TRUE,1.17000000000007,258,200,3,"fit_glaze_osc_zeta_v4_no_amp",195.945084114649,196.067533094241
0.403920930863671,0.23896487933059,5.01480494074616,129.73011915451,13,13,NA,0,TRUE,FALSE,1.05000000000007,259,200,3,"fit_glaze_osc_zeta_v4_no_amp",265.46023830902,265.582687288612
0.542444736635575,0.783149449828878,4.9636510030594,74.9950125960943,18,18,NA,0,TRUE,FALSE,1.42000000000007,260,200,3,"fit_glaze_osc_zeta_v4_no_amp",155.990025192189,156.11247417178
0.263677573912568,0.279052069289152,4.90706019656166,124.619302014837,19,19,NA,0,TRUE,FALSE,1.59000000000003,261,200,3,"fit_glaze_osc_zeta_v4_no_amp",255.238604029675,255.361053009266
0.487733793145212,0.532212335732039,4.86222953429576,104.086514282752,14,14,NA,0,TRUE,FALSE,1.03000000000009,262,200,3,"fit_glaze_osc_zeta_v4_no_amp",214.173028565505,214.295477545097
0.375187930508752,0.531594116835464,5.00587397223393,101.719051282177,18,18,NA,0,TRUE,FALSE,1.46999999999991,263,200,3,"fit_glaze_osc_zeta_v4_no_amp",209.438102564354,209.560551543946
0.713510585398527,4.10990613809213,1,73.8188009745366,62,62,NA,0,FALSE,TRUE,4.68999999999994,264,200,3,"fit_glaze_osc_zeta_v4_no_amp",153.637601949073,153.760050928665
0.668047573473881,0.18680601994183,4.84178266814272,133.034153630611,14,14,NA,0,TRUE,FALSE,1.00999999999999,265,200,3,"fit_glaze_osc_zeta_v4_no_amp",272.068307261221,272.190756240813
0.520183208509741,0.299603309539492,4.88257304857529,126.091679633424,13,13,NA,0,TRUE,FALSE,0.82000000000005,266,200,3,"fit_glaze_osc_zeta_v4_no_amp",258.183359266848,258.30580824644
0.673674638644861,0.162312179904505,4.669318238322,134.82091169574,12,12,NA,0,TRUE,FALSE,1,267,200,3,"fit_glaze_osc_zeta_v4_no_amp",275.641823391479,275.764272371071
0.543266033168574,0.464364890420329,4.73647524143782,112.217437102269,22,22,NA,0,TRUE,FALSE,1.37,268,200,3,"fit_glaze_osc_zeta_v4_no_amp",230.434874204537,230.557323184129
0.591152487262014,0.491713028397857,4.93867146575206,107.110260463956,16,16,NA,0,TRUE,TRUE,1,269,200,3,"fit_glaze_osc_zeta_v4_no_amp",220.220520927911,220.342969907503
0.488611168542279,0.471165127404946,5.01604494550434,109.037664468299,20,20,NA,0,TRUE,FALSE,1.40000000000009,270,200,3,"fit_glaze_osc_zeta_v4_no_amp",224.075328936598,224.19777791619
0.578822514147413,0.334242279026199,4.90086280274371,122.748331039918,22,22,NA,0,TRUE,FALSE,1.40999999999997,271,200,3,"fit_glaze_osc_zeta_v4_no_amp",251.496662079835,251.619111059427
0.409138392417261,0.547318383262803,5.03435029897097,98.0114037542287,18,18,NA,0,TRUE,TRUE,1.13999999999999,272,200,3,"fit_glaze_osc_zeta_v4_no_amp",202.022807508457,202.145256488049
0.031524843464059,0.0853967231083144,5.0052842545961,129.324916091861,26,26,NA,0,FALSE,FALSE,1.80000000000007,273,200,3,"fit_glaze_osc_zeta_v4_no_amp",264.649832183722,264.772281163314
0.536637664852498,0.362231623449051,5.10330110264339,119.387890629821,20,20,NA,0,TRUE,FALSE,1.47000000000003,274,200,3,"fit_glaze_osc_zeta_v4_no_amp",244.775781259642,244.898230239234
0.452630592650509,0.608663562517213,5.00470315774917,94.00678770655,15,15,NA,0,TRUE,FALSE,1.02999999999997,275,200,3,"fit_glaze_osc_zeta_v4_no_amp",194.0135754131,194.136024392692
0.33264694588291,0.0769785110530113,4.98580872609436,137.701846492144,15,15,NA,0,TRUE,FALSE,0.950000000000045,276,200,3,"fit_glaze_osc_zeta_v4_no_amp",281.403692984289,281.52614196388
0.01,0.0505244558563354,5.00192101211559,132.737173874897,27,27,NA,0,FALSE,FALSE,1.98000000000002,277,200,3,"fit_glaze_osc_zeta_v4_no_amp",271.474347749795,271.596796729386
0.502095147700683,0.265097911455658,5.00658228621236,128.206845900281,28,28,NA,0,TRUE,FALSE,1.98000000000002,278,200,3,"fit_glaze_osc_zeta_v4_no_amp",262.413691800561,262.536140780153
0.518444053698602,0.204195924211273,4.99458194348291,132.30197756975,24,24,NA,0,TRUE,FALSE,1.56000000000006,279,200,3,"fit_glaze_osc_zeta_v4_no_amp",270.603955139501,270.726404119092
0.432550471259332,0.454975573571311,5.008046286692,109.848500254212,20,20,NA,0,TRUE,FALSE,1.27999999999997,280,200,3,"fit_glaze_osc_zeta_v4_no_amp",225.697000508425,225.819449488017
0.477853278562723,0.368793148004209,4.73223257399136,121.284270874168,15,15,NA,0,TRUE,FALSE,1,281,200,3,"fit_glaze_osc_zeta_v4_no_amp",248.568541748335,248.690990727927
0.451018731794432,0.276643672461785,4.97410646056858,127.404905406801,14,14,NA,0,TRUE,FALSE,0.909999999999968,282,200,3,"fit_glaze_osc_zeta_v4_no_amp",260.809810813602,260.932259793194
0.456959180114628,0.702896109859257,5.20074791752976,80.6342938394338,17,17,NA,0,TRUE,FALSE,1.03999999999996,283,200,3,"fit_glaze_osc_zeta_v4_no_amp",167.268587678868,167.391036658459
0.555828768524264,0.475806065820436,10,57.7048717334947,99,99,NA,0,TRUE,TRUE,7.21000000000004,284,200,3,"fit_glaze_osc_zeta_v4_no_amp",121.409743466989,121.532192446581
0.480514736044502,0.309169408733287,5.02202093778825,124.575446172819,18,18,NA,0,TRUE,FALSE,1.23000000000002,285,200,3,"fit_glaze_osc_zeta_v4_no_amp",255.150892345639,255.273341325231
0.385297233043658,0.544383325560285,4.7318786937534,104.023139225955,13,13,NA,0,TRUE,FALSE,0.870000000000005,286,200,3,"fit_glaze_osc_zeta_v4_no_amp",214.046278451911,214.168727431503
0.534636979105265,0.648541536330329,4.98895219496301,89.3789633639253,16,16,NA,0,TRUE,FALSE,1.11000000000001,287,200,3,"fit_glaze_osc_zeta_v4_no_amp",184.757926727851,184.880375707443
0.568252618617863,0.354708398904085,10,82.2145091253844,86,86,NA,0,TRUE,TRUE,6.0200000000001,288,200,3,"fit_glaze_osc_zeta_v4_no_amp",170.429018250769,170.551467230361
0.63255240809432,0.321667020056474,4.8595790757986,124.41186887628,15,15,NA,0,TRUE,FALSE,0.939999999999941,289,200,3,"fit_glaze_osc_zeta_v4_no_amp",254.823737752559,254.946186732151
0.01,0.0280304848065963,5.00018467982119,137.740694197701,6,6,NA,0,FALSE,FALSE,0.370000000000005,290,200,3,"fit_glaze_osc_zeta_v4_no_amp",281.481388395402,281.603837374994
0.01,0.0225236816738933,10,130.334595666924,55,55,NA,0,FALSE,TRUE,3.64999999999998,291,200,3,"fit_glaze_osc_zeta_v4_no_amp",266.669191333847,266.791640313439
0.539420919030885,0.606679745661033,5.20933277243931,91.0598435987177,19,19,NA,0,TRUE,TRUE,1.27999999999997,292,200,3,"fit_glaze_osc_zeta_v4_no_amp",188.119687197435,188.242136177027
0.376226681169618,0.394084967873584,10,77.3394576799383,68,68,NA,0,TRUE,TRUE,4.86000000000001,293,200,3,"fit_glaze_osc_zeta_v4_no_amp",160.678915359877,160.801364339469
0.01,0.0525309207065494,5.0026204006584,130.749995898421,17,17,NA,0,FALSE,FALSE,1.05999999999995,294,200,3,"fit_glaze_osc_zeta_v4_no_amp",267.499991796843,267.622440776434
0.59753022439954,0.485383143381014,5.0216031317649,106.881034842903,19,19,NA,0,TRUE,FALSE,1.54999999999995,295,200,3,"fit_glaze_osc_zeta_v4_no_amp",219.762069685806,219.884518665398
0.395597187868674,0.863163270477018,5.16211190785732,67.6715174281008,18,18,NA,0,TRUE,TRUE,1.25999999999999,296,200,3,"fit_glaze_osc_zeta_v4_no_amp",141.343034856202,141.465483835793
0.376399730447125,1.05430242300368,4.97668109582825,53.2601953073217,16,16,NA,0,TRUE,TRUE,1.1099999999999,297,200,3,"fit_glaze_osc_zeta_v4_no_amp",112.520390614643,112.642839594235
0.578318519565768,1.01664924730306,4.91380777205372,54.7795350998794,18,18,NA,0,TRUE,TRUE,1.34000000000003,298,200,3,"fit_glaze_osc_zeta_v4_no_amp",115.559070199759,115.681519179351
0.482611644538283,1.03154604866117,4.87479315660206,53.224278928775,17,17,NA,0,TRUE,FALSE,1.25,299,200,3,"fit_glaze_osc_zeta_v4_no_amp",112.44855785755,112.571006837142
0.529744176959405,0.832153228808593,4.92482939114053,71.2081489492397,17,17,NA,0,TRUE,FALSE,1.09999999999991,300,200,3,"fit_glaze_osc_zeta_v4_no_amp",148.416297898479,148.538746878071
0.147534075704656,8,1.44005457062719,13.4318866834656,53,53,NA,0,TRUE,TRUE,3.94000000000005,301,200,3,"fit_glaze_osc_zeta_v4_no_amp",32.8637733669312,32.986222346523
0.502277681447494,0.828273806245844,4.48429071360446,79.1555349453568,19,19,NA,0,TRUE,FALSE,1.42999999999995,302,200,3,"fit_glaze_osc_zeta_v4_no_amp",164.311069890714,164.433518870306
0.430552804223877,0.842668987940973,4.95332238016533,70.7639668150661,17,17,NA,0,TRUE,TRUE,1.33000000000004,303,200,3,"fit_glaze_osc_zeta_v4_no_amp",147.527933630132,147.650382609724
