"session_id","subject_id","lag","History_weight","History_diff_AIC","Stimulus_weight","Stimulus_diff_AIC"
30,1,1,-0.0793049107582318,-0.328201517728417,0.443992580333621,4.05054852035983
30,1,2,-0.0867955824846512,1.16386404594482,0.533758834101039,8.81800833533191
30,1,3,-0.287723695964708,5.20053537894341,-0.11848640738975,9.04701159950412
30,1,4,0.0797429923961103,3.8951867089113,0.561350728131728,13.1685522157157
30,1,5,0.24020844301208,7.0665890058275,0.240345396910364,10.266103401891
30,1,6,0.191840261491084,7.76186238359355,-0.334421685346811,11.0305435374765
30,1,7,-0.0796505820105762,8.11965845985867,-0.336918565545381,11.39892862703
30,1,8,-0.0863846141919202,9.48224663343331,-0.130878139769585,10.8350751662653
30,1,9,-0.037976157919609,10.7184259557982,-0.341931107368924,12.1382286691423
30,1,10,-0.0589817828670612,12.2466139522496,0.142223337881833,11.5924586091753
43,1,1,0.0938041432290504,-0.389803221885359,0.174350699691669,-1.05983066738474
43,1,2,-0.108043922630789,0.90367368476609,0.244578832034455,3.03747063801802
43,1,3,-0.122378520826918,2.2221927721373,-0.0195445992936391,5.47181658147599
43,1,4,0.193744227341541,4.5703049253641,0.302544022844631,7.57288142708148
43,1,5,-0.0165738991148076,3.73491650461165,0.783941868803223,22.2818396427059
43,1,6,-0.19009323473568,6.78223768094017,0.429965885500497,16.5352766208204
43,1,7,0.191737633576675,7.97223373653787,0.286848633380691,18.0756365541939
43,1,8,0.0186051867311386,7.19200519182937,0.0884109922603061,20.2787066337687
43,1,9,-0.0522684251316788,8.47285548080595,0.152969344781436,24.160895380276
43,1,10,-0.0855896272252595,10.3638391177622,0.0377428614389979,24.1316260683319
45,1,1,0.298407191803958,62.3943977801898,-0.138757057723573,56.3276574521025
45,1,2,0.149812277678172,62.2482777884422,-0.266315723181861,36.5155569500404
45,1,3,-0.420969294644125,65.8507532070604,0.28525737668473,49.1961324769786
45,1,4,-0.0202150834784331,68.5855426366359,-0.343888628268349,52.3731196274191
45,1,5,0.0564451595541545,68.8966149868899,0.424290390583537,63.8287308908819
45,1,6,-0.198673832616396,76.5252970585124,-0.166814668837816,61.6322722254397
45,1,7,-0.278771718127217,74.5887348897742,-0.01091416018079,57.7803373368434
45,1,8,-0.0140825681362478,70.4459333176227,0.481432325071796,67.4040179625622
45,1,9,-0.12299074703286,71.5081147111418,-0.461026332662543,67.2697882547497
45,1,10,-0.177004415364559,73.8216221140073,0.185632818099556,51.0853593254323
48,1,1,0.834927779550195,98.7920134443116,0.341061258034327,68.446318761117
48,1,2,0.0795681058415945,98.3587280062845,-0.209713433521822,91.712941456712
48,1,3,0.312410605227475,95.0068624964563,0.422412311873972,89.8857514358594
48,1,4,0.337802576885591,86.6114110689385,0.249584324041217,73.2711078612288
48,1,5,0.0764416954999441,88.7523953646905,0.318999939140023,78.9028745940063
48,1,6,-0.225889189438329,103.912938184106,0.377060887060092,91.2136787223483
48,1,7,-0.364363432422568,93.8715885758629,0.0431293608965756,79.3490365983811
48,1,8,-0.19887991115494,95.8938218647522,0.234034442890523,87.0996270657134
48,1,9,0.105768928977777,97.4462093148666,0.0444836610057317,99.9685233278208
48,1,10,0.162320890087284,100.193347681079,-0.152038188942653,99.6940511716371
49,1,1,0.105237476592767,104.695847033337,-0.0391592711089777,77.3828917994063
49,1,2,-0.0526155905002982,112.209892564119,-0.12720225757399,97.6798672521068
49,1,3,-0.0609750068590432,123.582277855679,-0.0765670970040718,80.0795363570051
49,1,4,0.520009787769624,116.692685622035,0.487703206345995,86.0903717489234
49,1,5,0.0960485435103796,112.949941766713,0.203800588473223,90.499998849026
49,1,6,0.133230239194178,119.842937524649,-0.164609095670937,117.846125878978
49,1,7,-0.166267902922207,122.472797649806,0.0241849756297326,82.3371047296538
49,1,8,0.134774960583802,115.365729536571,-0.0499576264459919,82.6150009057386
49,1,9,4.20964013793224e-04,117.16807170095,-0.326841343562167,99.9610308052071
49,1,10,0.186401720421702,113.500266462055,-0.11264163615712,96.549753314924
53,1,1,-0.0217733146127863,82.3484145980806,0.0881927120365688,56.2151854794323
53,1,2,-0.0885514800146079,97.8532122171805,-0.394394884356064,71.8840221502064
53,1,3,0.0951662608916177,96.5913741963421,-0.378958686419115,63.0726436025768
53,1,4,0.132446111104034,98.1753114848509,0.376031242284821,63.9910480034785
53,1,5,-0.0971926966160165,105.246251103583,-0.0439187299677733,89.8840814237343
53,1,6,0.274965027166452,107.053275113764,-0.401606582422482,81.5415254810647
53,1,7,-0.125173351770097,99.7198250900669,0.130436721426493,75.052168518391
53,1,8,-0.031180984593149,100.569420481038,0.236184758888104,71.0491318497842
53,1,9,-0.22109016248032,102.033970821513,-0.0909717782064168,80.603102531058
53,1,10,-0.156179283825631,102.608204487635,0.232834271954532,74.0664099873081
54,1,1,0.423353622362404,129.358502207934,0.0764605099680348,99.9723627615863
54,1,2,-0.105908010341254,132.512509788045,-0.0439123389943903,104.909468402392
54,1,3,0.240985775194901,134.796957647603,0.198378993689353,97.1130758110353
54,1,4,0.124964393518935,143.004163937971,-0.220400065370734,120.800075368785
54,1,5,0.0116496938439216,141.242275908534,-0.481872206690039,111.22595730725
54,1,6,-0.00451350246976589,134.114002873117,0.292666522538445,109.566612436295
54,1,7,-0.225253579829305,142.946968902184,0.253675704467481,128.241944833853
54,1,8,-0.199501787160786,140.674003450809,-0.0121540996507389,106.048238795817
54,1,9,-0.0334723090532633,137.947074319063,0.106190590630856,104.072451919493
54,1,10,-0.22771803067408,132.955592398018,0.193420449862196,104.789762543444
55,1,1,0.581556115151364,62.5803321971204,0.159040665120637,45.1558581443895
55,1,2,0.146603474191874,66.213102237092,-0.344267073512364,70.5314352666159
55,1,3,-0.0261527128104565,66.4879188898814,-0.348564376418457,79.1317268885196
55,1,4,0.331831857064684,72.2925467422098,0.0524525228021855,57.8368252456692
55,1,5,0.310472842787394,82.7637842035591,-0.0393431946277335,66.519221899303
55,1,6,-0.198011772536904,76.970331374135,-0.0683029783923864,61.0807515330979
55,1,7,0.295657132736196,76.5890671031963,0.220206691638984,71.6198110597104
55,1,8,-0.122602322092316,79.097115930385,-0.216537416635085,75.4034893960952
55,1,9,0.100920292695084,79.0132643801018,0.173737813100794,80.6390945215711
55,1,10,0.0396074545947787,81.7401800464712,-0.215315523741317,75.0620851785416
56,1,1,0.774889951363653,131.599610690231,0.129054964365284,103.200855595494
56,1,2,-0.253900396759088,130.560701491339,-0.0582851237409161,110.466749664947
56,1,3,0.0840917173491524,123.599666415123,-0.0862143892351557,115.140441767588
56,1,4,0.183691254466092,126.046253078683,-0.176062694675579,115.939092070258
56,1,5,0.0258596644725246,129.970418341191,-0.148253633932805,105.840382408257
