"p1","p2","p3","p4","p5","p6","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","subject_id","trial_n","free_param","type","AIC","cAIC"
0.386596190647854,0.466502475992123,0.947988573344806,0.04103917786172,3.10770066126753,5.28738663177141,1856.58322672528,54,54,NA,52,FALSE,FALSE,134.579999999987,238,3500,6,"fit_glaze_osc_zeta_v4_Prior_amp",3725.16645345056,3725.19050154675
0.595644201450585,0.458525823428965,1.08596225406846,0.037736942530634,3.00809742335816,5.24291878212457,1989.97538321907,61,61,NA,52,FALSE,FALSE,163.910000000003,239,3679,6,"fit_glaze_osc_zeta_v4_Prior_amp",3991.95076643814,3991.97364225514
0.548521494690209,0.476950089406371,0,0.025,2.82706988563992,5.20482040696453,1879.12116978981,35,35,NA,0,TRUE,FALSE,92.9700000000012,240,3531,6,"fit_glaze_osc_zeta_v4_Prior_amp",3770.24233957962,3770.26617612899
0.566895460574873,0.483477061243217,0.373584562252651,0.025,2.16990973294406,5.31658303641169,1860.95039227115,38,38,NA,0,FALSE,FALSE,104.5,241,3563,6,"fit_glaze_osc_zeta_v4_Prior_amp",3733.9007845423,3733.92440658955
0.509593747836732,0.499035243904818,1.05894003868281,0.0255355478889871,2.93899967439547,5.26092667540646,1790.92051084597,121,121,NA,0,FALSE,FALSE,344.139999999999,242,3467,6,"fit_glaze_osc_zeta_v4_Prior_amp",3593.84102169194,3593.86529914858
0.440205031249705,0.489191003724913,1.01538024623917,0.0612555246712739,3.22077558905456,5.29835558015748,1806.82391839463,62,62,NA,52,FALSE,FALSE,176,243,3479,6,"fit_glaze_osc_zeta_v4_Prior_amp",3625.64783678925,3625.67203033764
0.500694573084954,0.49206701944193,0.997906187237089,0.0250000000000138,3.13107086431405,5.27455418992697,1784.42284618757,39,39,NA,0,FALSE,FALSE,108.040000000008,244,3434,6,"fit_glaze_osc_zeta_v4_Prior_amp",3580.84569237514,3580.87020360945
0.010292547256037,0.17622778480903,1.00175952434019,0.0544655596934853,3.1174188715653,5.09970257281735,2245.40816161166,34,34,NA,0,FALSE,FALSE,95.75,245,3516,6,"fit_glaze_osc_zeta_v4_Prior_amp",4502.81632322333,4502.84026166733
0.518071524051241,0.485176817686759,1.02494234862808,0.0400238388313622,3.05005615098863,5.29531615454305,1883.22517752946,54,54,NA,0,FALSE,FALSE,156.610000000001,246,3603,6,"fit_glaze_osc_zeta_v4_Prior_amp",3778.45035505893,3778.47371434702
0.441234752485763,0.574169006606385,3.08231059137406,0.0625684242023295,2.43859457463036,4.31765336558239,1886.37646331808,98,98,NA,0,FALSE,FALSE,276.789999999994,247,3545,6,"fit_glaze_osc_zeta_v4_Prior_amp",3784.75292663616,3784.77666886341
0.521246394306919,0.498284049165231,1.04133194839441,0.199135139712751,3.02342263552274,5.28933159506865,1804.1998524674,57,57,NA,52,FALSE,FALSE,154.989999999991,248,3503,6,"fit_glaze_osc_zeta_v4_Prior_amp",3620.3997049348,3620.42373239475
0.484360402720388,0.484555486374428,1.00748598921303,0.0497702802972483,3.06132687681982,5.29380035404385,1889.29122115634,63,63,NA,52,FALSE,FALSE,181.729999999996,249,3606,6,"fit_glaze_osc_zeta_v4_Prior_amp",3790.58244231268,3790.60578212929
0.0149961589178714,0.226141385580916,2.6453719071616,0.0920657803325187,5.79688436067746,4.97393113453473,119.930128953954,131,131,NA,0,FALSE,FALSE,16.7599999999948,250,200,6,"fit_glaze_osc_zeta_v4_Prior_amp",251.860257907908,252.295491068529
0.593488116086822,0.761765429614524,10,0.0578383001647698,1.40921090093584,5.16234990086362,74.7740670468427,73,73,NA,0,FALSE,FALSE,8.94999999999709,251,200,6,"fit_glaze_osc_zeta_v4_Prior_amp",161.548134093685,161.983367254307
0.233778629378193,0.582892242197813,10,0.025,3.77283108218594,4.93042777365384,95.7091949639281,78,78,NA,0,FALSE,FALSE,9.78000000001339,252,200,6,"fit_glaze_osc_zeta_v4_Prior_amp",203.418389927856,203.853623088478
0.683311630336893,0.337092581001933,10,0.0502305800721672,2.59557289580811,5.03762943960584,121.864509382129,102,102,NA,0,FALSE,FALSE,13.1199999999953,253,200,6,"fit_glaze_osc_zeta_v4_Prior_amp",255.729018764258,256.16425192488
0.831223001237159,0.0710183610577329,10,0.17822552315791,1.11013514157431,5.03920043711263,137.588965774534,64,64,NA,0,FALSE,FALSE,8,254,200,6,"fit_glaze_osc_zeta_v4_Prior_amp",287.177931549069,287.613164709691
0.383573652258597,0.262084822057389,6.84269313422446,0.0529122149203461,0,5.01091906968848,128.336516615907,46,46,NA,0,FALSE,FALSE,5.73999999999069,255,200,6,"fit_glaze_osc_zeta_v4_Prior_amp",268.673033231814,269.108266392436
0.280969412903495,0.432173106609813,3.70824241228521,0.025,4.05942825593388,5.02839137322851,109.616799065477,103,103,NA,1,FALSE,TRUE,13.3600000000006,256,200,6,"fit_glaze_osc_zeta_v4_Prior_amp",231.233598130954,231.668831291576
0.623645604794938,0.792271880402997,5.09062076779166,0.0405788622836836,0,5.0755553204322,73.7755404080787,56,56,NA,0,FALSE,FALSE,7.18999999998778,257,200,6,"fit_glaze_osc_zeta_v4_Prior_amp",159.551080816157,159.986313976779
0.01,0.214422679481089,0.250328815276231,0.025,4.02323151256203,5.35944821169492,88.4263974128414,116,116,NA,1,FALSE,TRUE,15.0299999999988,258,200,6,"fit_glaze_osc_zeta_v4_Prior_amp",188.852794825683,189.288027986305
