"subject_id","full_AIC","reduced_AIC","beta_Stimulus","beta_History","diff_AIC"
1,12577.2404003241,12798.8817629411,5.43672366892313,0.627401767034574,221.641362616976
2,6967.68524628371,6984.48326052223,8.91050046099409,0.122830475421143,16.7980142385222
3,2054.60728565563,2055.86124484369,7.54784280211894,0.154847268561137,1.25395918806043
4,6018.07935080824,6202.80928397069,4.9058894253229,0.842975043135613,184.729933162454
5,5888.84237919511,5908.18655703336,6.13776630521868,0.12255393903771,19.3441778382539
6,5054.51614962078,5153.41995967899,9.10518980384948,0.674580865417616,98.9038100582175
7,2285.21420680561,2318.04853859992,5.92842641662364,0.566307175342167,32.8343317943104
8,16268.5926873123,16391.9979407711,7.77922658640216,0.379949599153002,123.405253458845
9,9921.91073406845,10074.3930462759,6.66658083903351,0.591049303502746,152.482312207418
11,10837.444204976,11033.4938861137,6.76547681098609,0.621714747974939,196.049681137692
13,6868.79341564217,6884.68665890852,5.93542314716325,0.202097908258526,15.8932432663478
14,24956.1885179586,25641.1082267827,6.96070477091005,0.781715638806401,684.919708824113
16,11630.8630104587,11714.1081939384,4.07104971022547,0.386171422027773,83.2451834796775
18,12441.5999715656,12522.1801163318,5.80471204720816,0.351341714262728,80.5801447662288
19,12593.2814113427,12712.8080838788,5.12773227929763,0.448635492755989,119.526672536098
20,12373.0525447063,12550.1044152506,6.05328070176398,0.555064156884503,177.051870544326
21,17889.7265853243,17928.663338458,20.8154893187891,0.173339287688443,38.9367531336793
22,5226.81644523038,5282.2607775594,6.07913606651994,0.48622310208463,55.4443323290188
24,2565.72357311109,2636.51547583587,6.74905018760868,0.81792660952057,70.7919027247822
25,6670.4117011039,7032.65417840935,5.15263270735979,1.12696960957803,362.242477305452
26,17213.1971558257,17367.0263144533,8.7800040170746,0.404282491890487,153.829158627523
27,11031.0655507452,11151.1805047318,5.07777538985318,0.468492798463788,120.114953986686
28,8397.24083235779,8434.89715554742,5.29966093168691,0.281617308162483,37.6563231896271
29,12546.0541103026,12634.0828758376,7.14748109798265,0.362589612661402,88.0287655350839
31,71.0910263478931,71.6181069556101,9.41154329520037,0.611993360373073,0.527080607716911
33,5748.58386228407,5768.90295763428,7.41057870646228,0.261379720963986,20.3190953502162
34,10348.9858294738,10491.5224848752,4.69684739056209,0.520122039180816,142.536655401309
35,6138.80721668359,6195.50512407147,7.15288157275631,0.46452953524491,56.697907387872
36,12183.5962124102,12401.0167845929,5.79853571206496,0.613447276829965,217.420572182731
37,4219.2279550355,4240.08042521141,5.23825997116327,0.280047720709164,20.8524701759125
38,2300.44739497812,2315.7440570846,22.9644523187562,0.397155891772008,15.2966621064797
39,1382.8832784132,1389.0591534676,5.94465590222696,0.311497978278293,6.17587505440065
40,3216.1851204451,3259.89201134172,5.28808845288449,0.567569926871547,43.7068908966262
41,4179.52792673475,4239.1516529486,5.38291283374187,0.509514034181014,59.6237262138502
44,1642.99728639536,1667.3409134293,14.6289353363432,0.395467931221261,24.3436270339314
45,5268.21386910506,5391.61255885956,5.20773314540733,0.717923308179701,123.398689754496
46,794.944543257255,794.543498007157,9.99520795044822,0.227074756184727,-0.401045250098377
48,5229.44185938117,5274.46915713379,6.33669489274472,0.425464574696967,45.0272977526183
49,10073.0229476309,10339.1842187534,6.57882831740558,0.772059021683833,266.161271122524
50,2765.31797100552,2779.00686886767,8.32860912045054,0.167219793135024,13.688897862145
52,2779.71935754759,2854.04357342121,6.81484839310962,0.785485789611974,74.324215873623
53,3970.1533813402,4054.52153343726,5.646769351825,0.721920475454704,84.3681520970563
54,2764.93115438571,2784.72600853609,4.02320983471709,0.398008293068587,19.794854150377
56,5112.45334271135,5161.66231176331,5.97662820608077,0.455251806589612,49.2089690519642
57,655.721261580019,662.26986099515,6.18345905781448,0.504693171038222,6.54859941513087
58,7687.18584082419,7758.78420991244,7.56278369347577,0.461822444308973,71.5983690882549
59,6925.24774640931,6972.81804839969,7.94978324723476,0.382480161080659,47.5703019903858
60,2656.00613156343,2658.05633415389,9.81119372436332,0.00856491634052029,2.05020259046023
61,9052.96436098789,9089.61907091028,8.19372382570793,0.268053868165875,36.6547099223862
62,9521.81528504864,9674.43761217208,7.41043547519261,0.605987671359765,152.622327123445
63,22906.3471996518,23144.1917912293,6.93137626810418,0.473370217264331,237.844591577494
64,4690.01250788608,4751.34493005024,5.13624094302769,0.531854060476296,61.3324221641642
65,8650.42538817874,8896.4028767562,6.87411577934931,0.817122714565188,245.977488577462
66,3297.44837843897,3301.72391455408,4.71926320258007,-0.0439612800290734,4.27553611511757
67,10216.8646892649,10301.6621378898,7.47094441800786,0.427593064044017,84.7974486249532
68,855.479718794521,866.702818816004,7.04026767643748,0.583685353259505,11.2231000214823
69,1340.02450998584,1345.02952793401,6.12247000462685,0.319584973029592,5.00501794816887
70,7722.16330924069,7742.61145630765,6.306523920374,0.170610616808951,20.4481470669598
71,11765.1129361585,11889.9915844556,6.32533335254427,0.443779895453365,124.878648297068
72,2772.55453445705,2797.95051179824,7.35393922427,0.470620540306247,25.3959773411907
74,17019.2038876897,17328.2414220155,6.49163108492947,0.642520960611762,309.037534325835
75,6913.45411391478,6965.7468447299,7.64729437134084,0.389624024694032,52.2927308151275
77,3375.56312706898,3401.67448523924,7.20410520613911,0.4121511453419,26.1113581702575
78,5208.72468772636,5219.10313163651,7.95853652175482,0.128403713137319,10.378443910151
80,2799.49902480207,2863.56700069302,5.67766179606369,0.744232087577678,64.0679758909505
81,2242.95495492956,2252.6141692612,4.30882181081577,0.340617784801188,9.65921433163612
82,2352.05721939028,2353.382436966,7.83741566108767,0.0577432369446892,1.32521757571749
83,2012.08371837142,2015.34454108045,6.17344795858314,0.0964343122630637,3.26082270902521
84,9602.43302971618,9664.34462789318,9.49444908177117,0.386623477134149,61.9115981769974
85,5077.40120648353,5102.69214776479,6.72506866059189,0.331653647216177,25.2909412812533
86,7349.70796777039,7461.22075992907,8.72902470345322,0.589409776461138,111.512792158684
87,5822.67010836015,5849.33591917245,7.13215782085283,0.324446952698217,26.6658108123011
88,7464.07261991232,7553.72610805177,7.27327979678765,0.495300871968198,89.6534881394455
89,5461.25501186027,5466.4139588826,7.78035137392806,0.0594598156895627,5.15894702233163
90,22096.6384152624,22539.7541193154,6.46119953307523,0.670551050755969,443.115704052987
91,3339.5675918804,3356.08062232288,6.5633680502097,0.305844927852125,16.5130304424802
94,7542.8665125548,7612.78363756691,7.80572633732247,0.41629956346213,69.9171250121062
96,10444.5115964938,10526.00722106,6.00517836735549,0.40650824073756,81.495624566227
97,27718.0347697815,28147.6782037693,7.11991195385925,0.604025615766137,429.643433987851
99,3650.98438755658,3671.73968304332,8.28951933812859,0.248326557819269,20.7552954867433
100,7784.28644656759,7825.28752225242,6.32244492563648,0.353756054237051,41.0010756848287
101,6448.30332107193,6465.45971806991,14.529847733542,0.182592560545836,17.156396997977
102,3339.64094911927,3356.13226541263,5.56786203469322,0.2823252646028,16.4913162933608
103,8713.77560718279,8773.43112372512,8.20415544163243,0.376292830478715,59.6555165423288
104,3320.81722007234,3336.65168473759,6.22620111045361,0.313624678550523,15.8344646652513
106,8169.90974783777,8232.18302212649,8.56707497574829,0.415416308545098,62.2732742887183
107,2264.35096286206,2307.00023731076,7.68425196724257,0.608980728616293,42.6492744486945
108,7270.93235294986,7313.98256874241,4.77600213775914,0.294312537130612,43.0502157925466
109,2815.40020355789,2834.46887249708,4.66895337286886,0.378236199565716,19.0686689391864
110,422.012436902132,424.999513389911,4.32259957214639,0.543116564964972,2.98707648777878
111,14474.784020236,14616.9675584552,6.17819453949315,0.460365525846742,142.1835382192
