"subject_id","full_AIC","reduced_AIC","beta_Stimulus","beta_History","diff_AIC"
112,10139.8778377225,10259.4749277551,5.17826513221951,0.503938225495359,119.597090032568
113,11415.9410504668,11524.3474498645,7.12639454994504,0.441012469399046,108.406399397714
115,3715.91110723663,3758.12746652804,5.26938030954813,0.503504587730714,42.2163592914103
116,6087.7856181926,6131.9351017308,5.68319442887814,0.38484137218529,44.1494835381964
117,11935.8206262677,12017.0365754701,4.33456339212908,0.36135837878734,81.2159492023893
118,5273.00421386855,5342.0207164145,6.75179723341171,0.541731980701675,69.0165025459501
120,10729.7913696016,10947.3618647116,5.29282834182008,0.662028225688095,217.57049511004
121,8217.24110408902,8232.07298723504,8.92608057340091,0.157750680299641,14.8318831460219
122,6672.30873099116,6774.54192716558,5.92689753195776,0.607462446039912,102.233196174422
123,28338.3780439892,28583.7564882559,6.4924151699,0.447205373396728,245.378444266778
124,10040.0249959252,10059.899876451,5.08358380463472,0.0679858836018438,19.8748805257546
126,6886.91061320152,6929.17706045142,10.0120121587873,0.312629713257917,42.2664472499046
127,7099.7666043285,7178.95245899491,4.56660566197343,0.493954620278453,79.1858546664134
128,4947.21541000138,4958.73733227432,20.5966185407454,0.185387977450357,11.5219222729402
129,9731.31450184671,9951.14127163728,4.32988651715126,0.735917523366781,219.826769790569
130,11962.3922785125,12085.2423119236,8.19795527330944,0.489323328516502,122.850033411152
131,24803.9447983286,25038.1286268625,7.41461302513263,0.449559333434925,234.183828533889
132,8358.46068015122,8374.46181213439,8.08428048547969,0.158525667857534,16.0011319831701
133,5847.0404158647,5919.91625560307,7.64923318342757,0.533191338550835,72.8758397383735
134,15818.2807443732,16026.6145120927,7.9047613734426,0.499878494511894,208.33376771949
135,7596.91215916852,7772.46175167021,4.53389316153659,0.736566605856614,175.549592501697
136,2674.55495345713,2704.80688041706,5.50125707602871,0.492779581865544,30.2519269599288
137,2511.49239355415,2525.48083809581,5.95105501860001,0.359331204849983,13.9884445416651
138,7229.19440916764,7270.9078220955,9.10868555125993,0.27500652615484,41.7134129278638
139,3783.42531839067,3787.58680943807,5.1731180262391,0.00202049350016087,4.16149104739134
140,352.304990428905,361.211833270249,4.74927825778187,0.894056562846009,8.90684284134471
142,14802.7647118359,15093.6622092394,4.89199467274362,0.662784527617429,290.897497403552
143,16862.0940418054,17136.1010391362,6.48475659195893,0.584573578455612,274.006997330787
144,7060.90343281439,7108.86763713724,6.40022495900423,0.352973590685696,47.9642043228532
145,1304.93088121181,1307.10847423465,15.4295845579153,0.26113193337778,2.17759302284026
146,22156.7396543764,22323.4717975091,7.63831153114997,0.370011383027803,166.732143132616
147,8773.82258024361,8787.5729781033,6.92490226053271,0.176252430754664,13.7503978596887
148,3978.04282162494,3985.15926174742,6.12595437597136,0.175085491663477,7.11644012247871
149,17458.3387406906,18103.1534553462,6.48862445296675,0.919149605965459,644.814714655564
150,3186.75600539291,3222.92473122199,6.764591398045,0.497350029565489,36.1687258290772
151,17579.2813259843,17876.7133475864,4.71350928460026,0.594163870149713,297.432021602101
152,4459.32650606642,4473.5905602936,6.14650851242532,0.259986661460981,14.2640542271793
154,2366.25920121767,2377.57582243898,4.92482543848238,0.332757179262377,11.3166212213109
155,8890.57938785257,8959.56825870172,6.13260568460566,0.415537505111218,68.9888708491471
156,3287.7082330434,3291.15018074792,4.39371816107407,0.066201817697514,3.44194770452259
157,2150.78870316803,2161.39005655332,5.03026742994544,-0.0740672951544789,10.6013533852943
158,5369.60638258024,5389.42011952067,7.66289592972796,0.17527741948507,19.8137369404267
159,607.009315847155,611.054550179555,4.01377038656643,0.242453023464337,4.04523433240081
160,1932.60197727892,1938.39440283791,10.8330576190326,0.22090154492106,5.79242555899214
161,16733.6696455521,16821.5560014976,8.11512508191623,0.307221674339485,87.8863559455422
162,6049.01632955406,6153.21012540759,6.43064605826218,0.60442101537225,104.193795853523
163,4860.46863783517,4883.57587910685,4.92293938375751,0.283913051625694,23.1072412716776
164,8076.24623603978,8138.42697870395,6.15017070865582,0.393705558598886,62.1807426641662
165,2293.72989170599,2305.05622247547,3.44946919052297,0.240459323292461,11.3263307694806
166,5516.12747029364,5546.35150223569,4.71788982004676,0.317110076560396,30.2240319420434
167,7489.64013395992,7509.48884840658,4.19932609573776,0.153964823437271,19.8487144466562
168,3159.47211537065,3185.73811303113,6.12181751097458,0.417584146000557,26.2659976604823
170,2383.38430692624,2393.30856312296,9.39601716389992,0.263212992359162,9.92425619671849
171,7104.92809142631,7199.03300890531,5.49565122506302,0.526959440168717,94.1049174789969
173,5132.39150129548,5165.81122305549,5.43205183323834,0.322415123955061,33.4197217600167
176,24124.8736901964,24528.3006352183,5.7843754697133,0.618522795426137,403.426945021929
177,19344.6644478286,19465.5534653577,6.1346014152041,0.344900402183276,120.889017529014
178,5521.00096756583,5568.81836495154,6.11995798491303,0.398453926370817,47.817397385712
179,16193.0070629208,16285.2909496683,6.00645224650391,0.348524728799241,92.2838867474729
180,14213.6047014962,14401.431099464,6.18146138523278,0.541692478720946,187.826397967783
181,11600.4905571068,11748.9319816819,5.41090953627184,0.535434195914527,148.441424575085
183,20791.5467180761,21026.3349705694,5.14390877674338,0.492315049220595,234.788252493294
185,11894.2675488111,12048.98405748,4.58747471669401,0.5256310208268,154.71650866888
186,4953.43692138066,4966.45775277158,6.2079803701805,0.270350951170593,13.0208313909225
187,3451.01155285107,3495.37296467064,5.47068379619865,0.524632427346497,44.3614118195692
188,2373.51671681702,2383.55095565891,3.89722023786615,0.287589257104443,10.0342388418944
189,4718.96983786655,4740.11758956263,8.25354296118689,0.312325394024979,21.1477516960776
190,3666.08155342975,3745.14686571577,6.42037523380565,0.677314433134488,79.0653122860226
192,6715.51266121319,6778.14210260826,6.73259832609702,0.45266623667337,62.6294413950691
193,7167.70747589843,7197.70239815965,12.8999266816302,0.272716341456311,29.9949222612222
194,5999.06284668201,6138.25311643801,4.97868558793089,0.703661389958309,139.190269755996
196,17711.2782360494,17830.4668500727,10.0675301981044,0.338737567290837,119.188614023242
197,1832.32319049484,1870.20384968871,5.28919703470374,0.720273773582213,37.8806591938669
198,5744.87459686965,5775.42946632096,7.55076428739003,0.336197395838555,30.5548694513182
