"p1","p2","p3","p4","p5","p6","p7","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","subject_id","trial_n","free_param","type","AIC","cAIC"
0.226118155522849,0.69111081360949,1.52245088200529,1.49733573340127,0.0748745343734952,3.48295049287332,5.11718164093866,1925.88942432853,112,112,NA,52,FALSE,FALSE,319.55,238,3500,7,"fit_glaze_osc_zeta_v4",3865.77884865706,3865.81092196748
0.613090513936954,0.63515530110215,1.10352137658404,0.875432677668435,0.0297804213634975,3.23130367153156,5.04749575814205,2026.08029871027,75,75,NA,0,FALSE,FALSE,225.29,239,3679,7,"fit_glaze_osc_zeta_v4",4066.16059742055,4066.19110681853
0.541359017055247,0.667425760935061,1.0123487560822,0.90155873215493,0.025,3.18760224031605,5.25250172853046,1919.59291922426,29,29,NA,0,FALSE,FALSE,79.62,240,3531,7,"fit_glaze_osc_zeta_v4",3853.18583844853,3853.21762953567
0.564722829994759,0.675994132589046,1.07053700305837,0.930863657930943,0.0284071589592724,3.10038112397158,5.25832995202781,1900.96586764731,31,31,NA,0,FALSE,FALSE,87.7199999999999,241,3563,7,"fit_glaze_osc_zeta_v4",3815.93173529463,3815.96324021727
0.523914665444474,0.688359471595423,1.05446290707284,0.924477780200076,0.0614143212615032,3.04896007753206,5.27412340336078,1833.27164554604,66,66,NA,52,FALSE,FALSE,177.79,242,3467,7,"fit_glaze_osc_zeta_v4",3680.54329109208,3680.57567039246
0.502828513785767,0.709591493358863,1.30127826312935,0.600771746056519,0.137199434011613,3.295225711106,4.65114988738724,1817.44323529186,132,132,NA,52,FALSE,FALSE,358.52,243,3479,7,"fit_glaze_osc_zeta_v4",3648.88647058372,3648.91873794183
0.512240511619013,0.563396730402624,0.756478437094293,0.17089433634918,0.0633308753865131,3.05278893709302,5.00215862982871,1783.59352165939,145,145,NA,0,FALSE,FALSE,380.3,244,3434,7,"fit_glaze_osc_zeta_v4",3581.18704331878,3581.21973450384
0.0108808006572469,0.311831764614664,1.00198428331089,0.962229402477704,0.0574274102741039,3.11929863816073,5.12775088610552,2145.52830513241,48,48,NA,0,FALSE,FALSE,128.8,245,3516,7,"fit_glaze_osc_zeta_v4",4305.05661026481,4305.08853728876
0.10799353297961,0.618031952509273,1.85719703035873,1.82008014541966,0.0487842238998581,3.41173125374618,4.97751735699619,2063.51986231609,170,170,NA,52,FALSE,FALSE,467.44,246,3603,7,"fit_glaze_osc_zeta_v4",4141.03972463219,4141.07087901327
0.450000150175238,0.697834096167224,1.80413085205516,1.33840866439975,0.0625870663273433,3.12836883876731,5.14678916850951,1954.31802179409,90,90,NA,0,FALSE,FALSE,243.14,247,3545,7,"fit_glaze_osc_zeta_v4",3922.63604358817,3922.66770884121
0.359056353593871,0.712828299881443,1.03528682372099,0.938912415939708,0.167041888349221,3.09617051055761,5.26834151155942,1860.14896840773,55,55,NA,52,FALSE,FALSE,146.47,248,3503,7,"fit_glaze_osc_zeta_v4",3734.29793681547,3734.32998259515
0.0101032620180275,0.354866251837362,0.9894595892257,0.956840396162484,0.0499110894942319,3.12070488671508,5.1597494184298,2167.07349046794,30,30,NA,0,FALSE,FALSE,83.04,249,3606,7,"fit_glaze_osc_zeta_v4",4348.14698093587,4348.17810934054
0.01,0.216941360713386,0.372209005039797,0,0.06159532019215,3.42124507118774,4.9913930461811,115.399567473647,66,66,NA,0,FALSE,FALSE,8.25999999999976,250,200,7,"fit_glaze_osc_zeta_v4",244.799134947293,245.382468280626
0.421685812462219,1.00717919917266,2.17610108651789,0.579839149965707,0.0907643898022709,0.746183853382726,5.08348987897923,73.1723453503827,122,122,NA,1,FALSE,FALSE,15.54,251,200,7,"fit_glaze_osc_zeta_v4",160.344690700765,160.928024034099
0.208950788879899,0.529372942658331,2.11580406372556,0.0116994412415701,0.0643243959310691,3.1660955960075,5.02326319131577,98.5637077580033,105,105,NA,0,FALSE,FALSE,13.23,252,200,7,"fit_glaze_osc_zeta_v4",211.127415516007,211.71074884934
0.751256020440597,0.82971275498919,4.33587863034548,10,0.0312340665397101,6.280043714526,5.07002109157241,105.235846536807,107,107,NA,0,FALSE,FALSE,13.1399999999999,253,200,7,"fit_glaze_osc_zeta_v4",224.471693073614,225.055026406948
